name,highBuy,lowBuy,highSell,lowSell,buyChange,sellChange,volumeSold,volumeBought,totalRecordedData,currentBuyPrice,currentSellPrice
"Pot of Gold",0,0,0,0,0,0,0,0,0,0,0
"Rare Fishing Bait",0,0,0,0,0,0,0,0,0,0,0
"Shield",0,0,0,0,0,0,0,0,0,0,0
"Paint Wall Shelf",147,147,0,0,0,0,0,0,265,147,0
"Ceiling Lamp (White)",0,0,0,0,0,0,0,0,0,0,0
"Brown/Silver Key",147,147,75,75,0,0,0,0,265,147,75
"Tavern Keg",73.5,73.5,0,0,0,0,0,1,265,73.5,0
"Pale Oak Slab",0.33687500000000004,0.33687500000000004,0,0,0,0,0,192,265,0.33687500000000004,0
"Diamond Helmet",4.745263157894738,4.745263157894738,0,0,0,0,0,0,265,4.745263157894738,0
"String",1.371165957446806,1.3662144110259236,1.2083112582781481,1.2069473841941063,0.0036242820788174868,0.00113001954741776,276,262,265,1.371165957446806,1.2083112582781481
"Flowering Azalea Leaves",0.30625,0.30625,0,0,0,0,0,0,266,0.30625,0
"Flint And Steel",0,0,0,0,0,0,0,0,0,0,0
"Sofa",39.2,39.2,0,0,0,0,0,0,265,39.2,0
"Pile of Golden Horseshoe",0,0,0,0,0,0,0,0,0,0,0
"Poisonous Potato",0.98,0.98,0,0,0,0,0,0,266,0.98,0
"Potato Soup",0,0,0,0,0,0,0,0,0,0,0
"Clover Wine",0,0,0,0,0,0,0,0,0,0,0
"Bowl",0,0,0.02,0.02,0,0,0,0,266,0,0.02
"ORIGIN-12",0,0,0,0,0,0,0,0,0,0,0
"Bike",73.5,73.5,0,0,0,0,0,1,266,73.5,0
"Hay Block",2.205,2.205,1.8000000000000003,1.8000000000000003,0,0,0,64,266,2.205,1.8000000000000003
"Arrow",0.8613281250000003,0.8613281250000003,0.8555921052631585,0.8555921052631585,0,0,63,0,266,0.8613281250000003,0.8555921052631585
"Lime Shulker Box",1500,1500,0,0,0,0,0,0,266,1500,0
"Tropical Fish",1.96,1.96,1.5,1.5,0,0,0,0,266,1.96,1.5
"Bookstack",73.5,66.7625,0,0,0,0,0,3,266,66.7625,0
"Jungle Wood",2.9280625000000002,2.9280625000000002,2,2,0,0,0,64,266,2.9280625000000002,2
"Display Screen",0,0,0,0,0,0,0,0,0,0,0
"Spruce Log",0.36622000000000104,0.36101601423487656,0.3118402777777778,0.29950810185185184,-0.014209998771548271,-0.03954644873738289,1142,1124,266,0.36101601423487656,0.29950810185185184
"Cozy Garden Sofa Swing",73.5,73.5,0,0,0,0,0,1,266,73.5,0
"Standing Loom",0,0,0,0,0,0,0,0,0,0,0
"Mutton",6.990666666666664,6.990666666666664,1.899999999999999,1.899999999999999,0,0,0,0,266,6.990666666666664,1.899999999999999
"Black Terracotta",0,0,0,0,0,0,0,0,0,0,0
"Furnace",0,0,0,0,0,0,0,0,0,0,0
"Pancakes",0,0,0,0,0,0,0,0,0,0,0
"Brown Terracotta",0,0,0.5,0.5,0,0,0,0,266,0,0.5
"Azalea",0.49000000000000016,0.49000000000000016,0,0,0,0,0,10,266,0.49000000000000016,0
"Blue Orchid",0.9800000000000003,0.9800000000000003,0.75,0.75,0,0,0,22,266,0.9800000000000003,0.75
"Fox Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"MOGG Contester",784,784,0,0,0,0,0,0,266,784,0
"Garden Cart",73.5,73.5,0,0,0,0,0,2,266,73.5,0
"Ironing Board",49,49,0,0,0,0,0,1,266,49,0
"Stripped Dark Oak Log",0.1225,0.1225,0,0,0,0,0,0,266,0.1225,0
"Ancient Debris",4.5878030303030215,4.5878030303030215,4.750229885057476,4.750229885057476,0,0,0,0,266,4.5878030303030215,4.750229885057476
"Fish and Chips",0,0,0,0,0,0,0,0,0,0,0
"Book Lamp",0,0,0,0,0,0,0,0,0,0,0
"Table Towel (Black)",73.5,73.5,0,0,0,0,0,1,265,73.5,0
"Blacksmith Anvil",73.5,73.5,0,0,0,0,0,0,266,73.5,0
"White Stained Glass",0.7349999999999997,0.7349999999999997,0,0,0,0,0,0,266,0.7349999999999997,0
"Green Terracotta",0.7643999999999999,0.7643999999999999,0,0,0,0,0,0,266,0.7643999999999999,0
"Pink Tulip",0.98,0.98,0.75,0.75,0,0,0,0,266,0.98,0.75
"Netherite Helmet",72.40165434782608,72.05128602150538,60,60,-0.004839230794459581,0,0,2,266,72.05128602150538,60
"Truthfully",4.255555555555556,4.255555555555556,3,3,0,0,0,0,265,4.255555555555556,3
"Mud Bricks",4.9,4.9,0.46875,0.46875,0,0,0,0,266,4.9,0.46875
"Postcards stand",122.5,122.5,0,0,0,0,0,0,265,122.5,0
"Counter (White)",0,0,0,0,0,0,0,0,0,0,0
"Amulance",0,0,0,0,0,0,0,0,0,0,0
"Rabbit Hide",0,0,0,0,0,0,0,0,0,0,0
