name,highBuy,lowBuy,highSell,lowSell,buyChange,sellChange,volumeSold,volumeBought,totalRecordedData,currentBuyPrice,currentSellPrice
"Rare Fishing Bait",0,0,0,0,0,0,0,0,0,0,0
"Pot of Gold",0,0,0,0,0,0,0,0,0,0,0
"Shield",0,0,0,0,0,0,0,0,0,0,0
"Paint Wall Shelf",147,147,0,0,0,0,0,0,281,147,0
"Brown/Silver Key",147,147,75,75,0,0,0,0,282,147,75
"Ceiling Lamp (White)",0,0,0,0,0,0,0,0,0,0,0
"Tavern Keg",73.5,73.5,0,0,0,0,0,0,282,73.5,0
"Pale Oak Slab",0.33687500000000004,0.33687500000000004,0,0,0,0,0,0,282,0.33687500000000004,0
"String",1.371165957446806,1.371165957446806,1.2083112582781481,1.2083112582781481,0,0,0,0,282,1.371165957446806,1.2083112582781481
"Flowering Azalea Leaves",0.30625,0.30625,0,0,0,0,0,0,282,0.30625,0
"Diamond Helmet",4.745263157894738,4.745263157894738,0,0,0,0,0,0,282,4.745263157894738,0
"Flint And Steel",0,0,0,0,0,0,0,0,0,0,0
"Sofa",39.2,39.2,0,0,0,0,0,0,279,39.2,0
"Pile of Golden Horseshoe",0,0,0,0,0,0,0,0,0,0,0
"Poisonous Potato",0.98,0.98,0,0,0,0,0,0,282,0.98,0
"Potato Soup",0,0,0,0,0,0,0,0,0,0,0
"Clover Wine",0,0,0,0,0,0,0,0,0,0,0
"Bowl",0,0,0.02,0.02,0,0,0,0,282,0,0.02
"ORIGIN-12",0,0,0,0,0,0,0,0,0,0,0
"Bike",73.5,73.5,0,0,0,0,0,0,282,73.5,0
"Hay Block",2.205,2.205,1.8000000000000003,1.8000000000000003,0,0,0,0,282,2.205,1.8000000000000003
"Arrow",0.8613281250000003,0.8613281250000003,0.8555921052631585,0.8555921052631585,0,0,0,0,282,0.8613281250000003,0.8555921052631585
"Lime Shulker Box",1500,1500,0,0,0,0,0,0,282,1500,0
"Tropical Fish",1.96,1.96,1.5,1.3333333333333333,0,-0.1111111119389534,1,0,282,1.96,1.3333333333333333
"Bookstack",73.5,73.5,0,0,0,0,0,0,282,73.5,0
"Jungle Wood",2.9280625000000002,2.9280625000000002,2,2,0,0,0,0,282,2.9280625000000002,2
"Display Screen",0,0,0,0,0,0,0,0,0,0,0
"Spruce Log",0.36101601423487656,0.36101601423487656,0.29950810185185184,0.29950810185185184,0,0,0,0,282,0.36101601423487656,0.29950810185185184
"Cozy Garden Sofa Swing",73.5,73.5,0,0,0,0,0,0,282,73.5,0
"Standing Loom",0,0,0,0,0,0,0,0,0,0,0
"Mutton",6.990666666666664,6.990666666666664,1.899999999999999,1.899999999999999,0,0,0,0,282,6.990666666666664,1.899999999999999
"Black Terracotta",0,0,0,0,0,0,0,0,0,0,0
"Furnace",0,0,0,0,0,0,0,0,0,0,0
"Pancakes",0,0,0,0,0,0,0,0,0,0,0
"Brown Terracotta",0,0,0.5,0.5,0,0,0,0,282,0,0.5
"Azalea",0.49000000000000016,0.49000000000000016,0,0,0,0,0,0,282,0.49000000000000016,0
"Blue Orchid",0.9800000000000003,0.9800000000000003,0.75,0.75,0,0,0,0,282,0.9800000000000003,0.75
"Fox Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"Ironing Board",49,49,0,0,0,0,0,0,282,49,0
"MOGG Contester",784,784,0,0,0,0,0,0,282,784,0
"Garden Cart",73.5,73.5,0,0,0,0,0,0,282,73.5,0
"Stripped Dark Oak Log",0.1225,0.1225,0,0,0,0,0,0,282,0.1225,0
"Ancient Debris",4.5878030303030215,4.5878030303030215,4.777142857142863,4.750229885057476,0,0.005665614735335112,84,0,282,4.5878030303030215,4.777142857142863
"Fish and Chips",0,0,0,0,0,0,0,0,0,0,0
"Table Towel (Black)",73.5,73.5,0,0,0,0,0,0,279,73.5,0
"Blacksmith Anvil",73.5,73.5,0,0,0,0,0,0,282,73.5,0
"Book Lamp",0,0,0,0,0,0,0,0,0,0,0
"White Stained Glass",0.7349999999999997,0.7349999999999997,0,0,0,0,0,0,282,0.7349999999999997,0
"Green Terracotta",0.7643999999999999,0.7643999999999999,0,0,0,0,0,0,283,0.7643999999999999,0
"Pink Tulip",0.98,0.98,0.75,0.75,0,0,0,0,283,0.98,0.75
"Netherite Helmet",72.0817852631579,72.05128602150538,60,60,0.00042329906136728823,0,0,2,283,72.0817852631579,60
"Truthfully",4.255555555555556,4.255555555555556,3,3,0,0,0,0,280,4.255555555555556,3
"Mud Bricks",4.9,4.9,0.46875,0.46875,0,0,0,0,283,4.9,0.46875
"Counter (White)",0,0,0,0,0,0,0,0,0,0,0
"Postcards stand",122.5,122.5,0,0,0,0,0,0,280,122.5,0
"Amulance",0,0,0,0,0,0,0,0,0,0,0
"Rabbit Hide",0,0,0,0,0,0,0,0,0,0,0
"White Concrete Powder",0.4124166666666667,0.4124166666666667,0,0,0,0,0,0,283,0.4124166666666667,0
