name,highBuy,lowBuy,highSell,lowSell,buyChange,sellChange,volumeSold,volumeBought,totalRecordedData,currentBuyPrice,currentSellPrice
"Rare Fishing Bait",0,0,0,0,0,0,0,0,0,0,0
"Potion of Long Leaping",24.5,24.5,13,13,0,0,0,0,176,24.5,13
"Pot of Gold",0,0,0,0,0,0,0,0,0,0,0
"Shield",0.98,0.98,0,0,0,0,0,0,176,0.98,0
"Paint Wall Shelf",147,147,0,0,0,0,0,0,176,147,0
"Brown/Silver Key",147,147,75,75,0,0,0,0,176,147,75
"Ceiling Lamp (White)",73.5,73.5,0,0,0,0,0,0,177,73.5,0
"Tavern Keg",73.5,73.5,0,0,0,0,0,0,177,73.5,0
"Pale Oak Slab",0.24500000000000005,0.24500000000000005,0,0,0,0,0,0,177,0.24500000000000005,0
"Diamond Helmet",4.782400000000003,4.782400000000003,0,0,0,0,0,0,177,4.782400000000003,0
"Mangrove Stairs",0.398,0.398,0,0,0,0,0,0,177,0.398,0
"Flowering Azalea Leaves",0.30626623376623374,0.30626623376623374,0,0,0,0,0,0,177,0.30626623376623374,0
"String",1.456798657718124,1.4244457104767394,1.1105566724941751,1.1067429366125043,0.02271265722811222,0.003445909358561039,3,203,177,1.456798657718124,1.1105566724941751
"Flint And Steel",0,0,0,0,0,0,0,0,0,0,0
"Sofa",39.2,39.2,0,0,0,0,0,0,177,39.2,0
"Leaning United States Flag",24.5,24.5,0,0,0,0,0,0,177,24.5,0
"Pile of Golden Horseshoe",0,0,0,0,0,0,0,0,0,0,0
"Poisonous Potato",0.98,0.98,0,0,0,0,0,0,177,0.98,0
"Potato Soup",0,0,0,0,0,0,0,0,0,0,0
"Clover Wine",0,0,0,0,0,0,0,0,0,0,0
"Bowl",0,0,0.02,0.02,0,0,0,0,177,0,0.02
"ORIGIN-12",0,0,0,0,0,0,0,0,0,0,0
"Bike",98,98,0,0,0,0,0,1,177,98,0
"Hay Block",1.3847015306122439,1.360185960591132,1.2060714285714282,1.2060714285714282,-0.017704587429761887,0,0,48,177,1.360185960591132,1.2060714285714282
"Arrow",0.860757961783439,0.860757961783439,0.8028814756671906,0.801246825396826,0,0.00204013311304152,1,1,177,0.860757961783439,0.8028814756671906
"Lime Shulker Box",27.930000000000003,27.930000000000003,0,0,0,0,0,1,177,27.930000000000003,0
"Tropical Fish",1.96,1.96,1.125,1.125,0,0,0,0,177,1.96,1.125
"Soul Lantern",6.37,6.37,3,3,0,0,0,0,177,6.37,3
"Bookstack",73.5,73.5,0,0,0,0,0,0,177,73.5,0
"Jungle Wood",2.732325581395349,2.732325581395349,2,2,0,0,0,0,177,2.732325581395349,2
"Nether Brick Slab",1176,1176,0,0,0,0,0,0,177,1176,0
"Display Screen",0,0,0,0,0,0,0,0,0,0,0
"Blue Candle",4.16,4.16,0,0,0,0,0,0,177,4.16,0
"Brain Coral",1.9600000000000002,1.9600000000000002,1,1,0,0,0,0,177,1.9600000000000002,1
"Spruce Log",0.3240561800914159,0.3240561800914159,0.2706913996721581,0.2693567722757655,0,0.004954868461936712,790,0,177,0.3240561800914159,0.2706913996721581
"Cozy Garden Sofa Swing",73.5,73.5,0,0,0,0,0,0,177,73.5,0
"Standing Loom",0,0,0,0,0,0,0,0,0,0,0
"Mutton",4.066999999999999,4.066999999999999,1.8999999999999997,1.8999999999999997,0,0,0,0,177,4.066999999999999,1.8999999999999997
"Black Terracotta",0,0,0,0,0,0,0,0,0,0,0
"Furnace",0,0,0,0,0,0,0,0,0,0,0
"Pancakes",0,0,0,0,0,0,0,0,0,0,0
"Brown Terracotta",0,0,0.4558333333333333,0.4558333333333333,0,0,0,0,177,0,0.4558333333333333
"Azalea",0.5113043478260871,0.5113043478260871,0.3,0.3,0,0,0,0,177,0.5113043478260871,0.3
"Blue Orchid",0.9800000000000002,0.9800000000000002,0.75,0.75,0,0,0,0,177,0.9800000000000002,0.75
"Leaning China Flag",24.5,24.5,0,0,0,0,0,0,177,24.5,0
"Fox Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"Garden Cart",73.5,73.5,0,0,0,0,0,0,177,73.5,0
"MOGG Contester",0,0,0,0,0,0,0,0,0,0,0
"Ironing Board",49,49,0,0,0,0,0,0,177,49,0
"Ancient Debris",4.943759151223966,4.942691909608408,4.883573469387763,4.883573469387763,0.00021592315169982612,0,0,99,177,4.943759151223966,4.883573469387763
"Stripped Dark Oak Log",0.12250000000000003,0.12250000000000003,0,0,0,0,0,0,177,0.12250000000000003,0
"Fish and Chips",0,0,0,0,0,0,0,0,0,0,0
"Book Lamp",0,0,0,0,0,0,0,0,0,0,0
"Table Towel (Black)",73.5,73.5,0,0,0,0,0,0,178,73.5,0
"Blacksmith Anvil",73.5,73.5,0,0,0,0,0,0,178,73.5,0
"White Stained Glass",0.7349999999999997,0.7349999999999997,0,0,0,0,0,0,178,0.7349999999999997,0
"Green Terracotta",0.35206499999999996,0.35206499999999996,0,0,0,0,0,0,178,0.35206499999999996,0
"Pink Tulip",1.1025000000000003,1.1025000000000003,0.75,0.75,0,0,0,0,178,1.1025000000000003,0.75
"Netherite Helmet",72.55782937062936,72.54446524822694,60,60,0.0001842197380028665,0,0,2,178,72.55782937062936,60
"Truthfully",4.056000000000001,4.056000000000001,3,3,0,0,0,0,178,4.056000000000001,3
"Mud Bricks",4.9,4.9,0.46875,0.46875,0,0,0,0,178,4.9,0.46875
"Postcards stand",122.5,122.5,0,0,0,0,0,0,178,122.5,0
"Counter (White)",73.5,73.5,0,0,0,0,0,0,178,73.5,0
"Amulance",0,0,0,0,0,0,0,0,0,0,0
"Rabbit Hide",1.9600000000000002,1.9600000000000002,0,0,0,0,0,0,178,1.9600000000000002,0
"White Concrete Powder",0.4181628787878788,0.4181628787878788,0.2980790043290043,0.2980790043290043,0,0,0,0,178,0.4181628787878788,0.2980790043290043
"Soybean",0.4030883215962436,0.4030883215962436,0.3279182784272683,0.32511993725608535,0,-0.008533653803169727,165,0,178,0.4030883215962436,0.32511993725608535
"Fabric Spools",0,0,0,0,0,0,0,0,0,0,0
"Large Log Pile",49,49,0,0,0,0,0,0,178,49,0
"Fishing Rod",9.800000000000006,9.800000000000006,8,8,0,0,0,1,178,9.800000000000006,8
"Prismarine",1.150943115542244,1.150943115542244,0.7623317307692308,0.7623317307692308,0,0,0,0,178,1.150943115542244,0.7623317307692308
"Shotgun [Gold]",0,0,0,0,0,0,0,0,0,0,0
"Tilapia Rolls",0,0,0,0,0,0,0,0,0,0,0
"Bunkbed",220.5,220.5,0,0,0,0,0,0,178,220.5,0
"Raw Iron",0.5388914930555563,0.538889084507043,0.5275191256830483,0.5275191256830483,0.000004469469786272384,0,0,64,178,0.5388914930555563,0.5275191256830483
"Smooth Basalt",0.1531250000000001,0.1531250000000001,0.078125,0.078125,0,0,0,0,178,0.1531250000000001,0.078125
"Shears",0,0,0,0,0,0,0,0,0,0,0
"Feather",0.3797720025510198,0.3797720025510198,0.25979502762430856,0.25941153846153764,0,-0.0014761220663785934,64,65,178,0.3797720025510198,0.25941153846153764
"Decorated Pot",1.6333333333333333,1.6333333333333333,0,0,0,0,0,0,178,1.6333333333333333,0
"Towels",0,0,0,0,0,0,0,0,0,0,0
"Cabbage",0.43861874999999967,0.40346443965517215,0.39590709522675477,0.39590709522675477,-0.08014775812625885,0,0,64,178,0.40346443965517215,0.39590709522675477
"Fire Prot 4",49,49,25,25,0,0,0,0,178,49,25
"Beef",1.9158437500000038,1.9158437500000038,1.8624309392265173,1.8624309392265173,0,0,0,0,178,1.9158437500000038,1.8624309392265173
"Ceiling Germany Flag",24.5,24.5,0,0,0,0,0,1,178,24.5,0
"Grape Popsicle",2,2,0,0,0,0,0,0,178,2,0
"Kelp",1.2391988636363636,1.2391988636363636,0.1370979960899316,0.1370979960899316,0,0,97,0,178,1.2391988636363636,0.1370979960899316
"Sweet Berries",0.35145357142857114,0.35145357142857114,0.30421167858664233,0.30421167858664233,0,0,256,0,178,0.35145357142857114,0.30421167858664233
"Bertie the Snowman",47.775,47.775,0,0,0,0,0,0,178,47.775,0
"Spruce Fence",0.12250000000000001,0.12250000000000001,0,0,0,0,0,0,178,0.12250000000000001,0
"Glow Mushroom Patch",49,49,0,0,0,0,0,0,178,49,0
"Gemfish",7.2799999999999905,7.2799999999999905,7.239999999999997,7.239999999999997,0,0,0,0,178,7.2799999999999905,7.239999999999997
"Dried Ghast",490,490,500,500,0,0,0,0,178,490,500
"Blazorb Jellyfish",0,0,0,0,0,0,0,0,0,0,0
"Diamond Chestplate",7.810303030303032,7.810303030303032,0,0,0,0,0,0,178,7.810303030303032,0
"Blue Concrete",0.7997500000000001,0.7997500000000001,0,0,0,0,0,0,178,0.7997500000000001,0
"Lapis Lazuli",0.7028496597186881,0.7025727645985339,0.9245309244867163,0.9176642041274891,-0.00039396065403707325,-0.007427247706800699,17,99,178,0.7025727645985339,0.9176642041274891
"Horse Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"Dresser",98,95.42105263157895,0,0,-0.02631578966975212,0,0,1,178,95.42105263157895,0
"Valentines Roses Plant Pot",0,0,0,0,0,0,0,0,0,0,0
"Kar98k",0,0,0,0,0,0,0,0,0,0,0
"Ceiling Progress Flag",24.5,24.5,0,0,0,0,0,0,179,24.5,0
"Cooked Porkchop",2.3478119658119607,2.3478119658119607,0,0,0,0,0,1,179,2.3478119658119607,0
"Bathtub (White + Filled)",73.5,73.5,0,0,0,0,0,0,179,73.5,0
"Mossy Cobblestone",0.7361538461538463,0.7361538461538463,0.25,0.25,0,0,0,0,179,0.7361538461538463,0.25
"Sculk",3.8791666666666678,3.8791666666666678,2,2,0,0,0,0,179,3.8791666666666678,2
"Garden Chair",73.5,73.5,0,0,0,0,0,0,179,73.5,0
"Dryer",68.6,68.6,0,0,0,0,0,0,179,68.6,0
"Garden Tree",73.5,73.5,0,0,0,0,0,0,179,73.5,0
"White Shulker Box",26.6,26.6,0,0,0,0,0,0,179,26.6,0
"Coffetable",73.5,73.5,0,0,0,0,0,0,179,73.5,0
"Potion of Long Weakness",10.78,10.78,0,0,0,0,0,0,179,10.78,0
"Oak Planks",0.06125000000000002,0.06125000000000002,0,0,0,0,0,0,179,0.06125000000000002,0
"Light Gray Stained Glass",0.48092592592592615,0.48092592592592615,0,0,0,0,0,0,179,0.48092592592592615,0
"eriogenrhrbthoehrg90340wh45934q89h49h238934%%@#t43",49,49,0,0,0,0,0,0,179,49,0
"Fire Coral Fan",1.96,1.96,1,1,0,0,0,0,179,1.96,1
"Clover_flag",0,0,0,0,0,0,0,0,0,0,0
"Honeycomb",0.7818946794871797,0.7818946794871797,0.48000000000000015,0.48000000000000015,0,0,0,3,179,0.7818946794871797,0.48000000000000015
"Pumpkin Stew",3.9665074152542332,3.9665074152542332,0,0,0,0,0,0,179,3.9665074152542332,0
"Red Wool",1.0269148936170205,1.0269148936170205,0.7842105263157897,0.7842105263157897,0,0,0,0,179,1.0269148936170205,0.7842105263157897
"Garden Salad",4.795343283582101,4.777426900584809,0,0,-0.003672168357297778,0,0,272,179,4.777426900584809,0
"Corn Dog",3.6467298076923145,3.646729807692314,0,0,-1.1102230246251565e-16,0,0,10,179,3.646729807692314,0
"Grilled Cheese",0,0,0,0,0,0,0,0,0,0,0
"Redstone",0.17502403582565418,0.17502403582565418,0.11917180527074057,0.11917180527074057,0,0,0,379,179,0.17502403582565418,0.11917180527074057
"Candy Cane Pair",39.199999999999996,39.199999999999996,0,0,0,0,0,0,179,39.199999999999996,0
"Large Clover Streamers",0,0,0,0,0,0,0,0,0,0,0
"Piercing 4",29.4,29.4,0,0,0,0,0,0,179,29.4,0
"Valentines Arch",0,0,0,0,0,0,0,0,0,0,0
"Fruit Salad",7.16191919191918,7.16191919191918,4,4,0,0,0,5,179,7.16191919191918,4
"Orange Dye",0.49471830985915455,0.49471830985915455,0.4800000000000001,0.4800000000000001,0,0,0,0,179,0.49471830985915455,0.4800000000000001
"Lime Concrete",0.8188939393939388,0.8188939393939388,0,0,0,0,0,0,179,0.8188939393939388,0
"Golden Horseshoe",0,0,0,0,0,0,0,0,0,0,0
"Cozy Kitchen Oven",117.59999999999998,117.59999999999998,0,0,0,0,0,1,179,117.59999999999998,0
"Wither Rose",2.5777999281422623,2.5777999281422623,1.5593333333333315,1.5593333333333315,0,0,0,0,179,2.5777999281422623,1.5593333333333315
"Acacia Planks",0.06125000000000002,0.06125000000000002,0,0,0,0,0,0,179,0.06125000000000002,0
"Purpur Block",0.3279240723045073,0.3279240723045073,91.24567681855181,91.24567681855181,0,0,0,0,179,0.3279240723045073,91.24567681855181
"Mangrove Fence Gate",3.92,3.92,0,0,0,0,0,0,179,3.92,0
"Dark Oak Slab",0.12250000000000004,0.12250000000000004,0,0,0,0,0,0,179,0.12250000000000004,0
"Ceiling Bisexual Flag",24.5,24.5,0,0,0,0,0,0,179,24.5,0
"French Onion Soup",3,3,0,0,0,0,0,0,179,3,0
"Cozy Kitchen Porcelain Pot",49,49,0,0,0,0,0,0,179,49,0
"Brick Wall",0.98,0.98,0,0,0,0,0,0,179,0.98,0
"Christmas Tree",39.2,39.2,0,0,0,0,0,0,179,39.2,0
"Cheese",0,0,0,0,0,0,0,0,0,0,0
"Pufferfish Spawn Egg",0,0,5.5,5.5,0,0,0,0,179,0,5.5
"Resin Clump",0.3743055555555556,0.3743055555555556,0,0,0,0,0,0,180,0.3743055555555556,0
"Battery A",0,0,0,0,0,0,0,0,0,0,0
"Battery B",0,0,0,0,0,0,0,0,0,0,0
"Diamond Boots",3.8567741935483886,3.8567741935483886,0,0,0,0,0,0,180,3.8567741935483886,0
"Pink Heart Balloon",0,0,0,0,0,0,0,0,0,0,0
"Scringe Plushie",40,40,0,0,0,0,0,0,180,40,0
"Moth Jar",50,50,0,0,0,0,0,0,180,50,0
"FunGuy Geneva",0,0,0,0,0,0,0,0,0,0,0
"Warped Fungus",0,0,1,1,0,0,12,0,18,0,1
"Raw Copper",0.3428779456502887,0.3428779456502887,0.33974452554744744,0.33974452554744744,0,0,0,0,180,0.3428779456502887,0.33974452554744744
"Long Wooden Bookshelf",73.5,73.5,0,0,0,0,0,0,180,73.5,0
"Corn Seeds",0.153125,0.153125,0,0,0,0,0,0,180,0.153125,0
"Sandstone",0.39203125,0.39203125,0,0,0,0,0,0,180,0.39203125,0
"Molten coralfish",0,0,0,0,0,0,0,0,0,0,0
"Clay Ball",0.35075833333333284,0.35075833333333284,0.4800000000000003,0.4800000000000003,0,0,0,0,180,0.35075833333333284,0.4800000000000003
"Glass Jar",0,0,0,0,0,0,0,0,0,0,0
"Music Disc Far",200,200,0,0,0,0,0,0,180,200,0
"Cyan Terracotta",0.30625,0.30625,0,0,0,0,0,128,141,0.30625,0
"Polished Blackstone",0.98,0.98,0,0,0,0,0,0,180,0.98,0
"Azalite Backpack",5000,5000,0,0,0,0,0,0,180,5000,0
"Boles Fanum",0,0,0,0,0,0,0,0,0,0,0
"Pepperoni Slices",0,0,0,0,0,0,0,0,0,0,0
"Maple Pancakes",0,0,0,0,0,0,0,0,0,0,0
"Hanging Asexual Flag",24.5,24.5,0,0,0,0,0,0,180,24.5,0
"Mustard Seeds",0,0,0,0,0,0,0,0,0,0,0
"Light Blue Concrete",0.8193088235294111,0.8193088235294111,0,0,0,0,0,0,180,0.8193088235294111,0
"Shelf (White)",73.5,73.5,0,0,0,0,0,0,180,73.5,0
"Jellyfish",0,0,0,0,0,0,0,0,0,0,0
"Candle",3.675,3.675,0,0,0,0,0,0,180,3.675,0
"Apple",1.0376470588235296,1.0376470588235296,0.5,0.5,0,0,0,0,180,1.0376470588235296,0.5
"Birch Shelf",0.49,0.49,0,0,0,0,0,0,180,0.49,0
"Toilet (Black + Closed)",0,0,0,0,0,0,0,0,0,0,0
"Kiwi",0.36063866725768284,0.35782646437198024,0.40161387631975876,0.40161387631975876,0.007859124802052975,0,0,128,180,0.36063866725768284,0.40161387631975876
"Spruce Fence Gate",1.96,1.96,0,0,0,0,0,0,180,1.96,0
"Potion of Long Water Breathing",16.66,16.66,0,0,0,0,0,0,180,16.66,0
"Soap Dispenser (Black)",73.5,73.5,0,0,0,0,0,0,180,73.5,0
"Iron Nugget",0.08445312499999999,0.08445312499999999,0.06877343041482939,0.06877343041482939,0,0,0,0,180,0.08445312499999999,0.06877343041482939
"Fjord F-350",0,0,0,0,0,0,0,0,0,0,0
"Warped Sign",0.9800000000000003,0.9800000000000003,0,0,0,0,0,0,180,0.9800000000000003,0
"Wolf Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"Light Blue Wool",1.127014705882353,1.127014705882353,0.8000000000000003,0.8000000000000003,0,0,0,0,180,1.127014705882353,0.8000000000000003
"Armor Stand",0,0,0,0,0,0,0,0,0,0,0
"Beef Stew",3.7412880859375006,3.736595930232559,0,0,-0.0012541551841422915,0,0,5,180,3.736595930232559,0
"Plant (White)",73.5,73.5,0,0,0,0,0,0,180,73.5,0
"Pink Shulker Box",24.5,24.5,0,0,0,0,0,0,180,24.5,0
"Rabbit Foot",4.9,4.9,0,0,0,0,0,0,180,4.9,0
"Long Wooden Sofa",73.5,73.5,0,0,0,0,0,0,181,73.5,0
"Orange Goonshine",4.556000000000004,4.556000000000004,3,3,0,0,0,0,181,4.556000000000004,3
"Apple Pie",0,0,0,0,0,0,0,0,0,0,0
"Channeling 1",49,49,25,25,0,0,0,0,181,49,25
"Garden Trellis",73.5,73.5,0,0,0,0,0,4,181,73.5,0
"Diamond Ore",4.900000000000001,4.900000000000001,0,0,0,0,0,0,181,4.900000000000001,0
"Counter Towel (Black)",0,0,0,0,0,0,0,0,0,0,0
"Celery",0,0,0,0,0,0,0,0,0,0,0
"Green Motorcycle",0,0,0,0,0,0,0,0,0,0,0
"Greenfish",0,0,0,0,0,0,0,0,0,0,0
"Crate Stack",122.5,122.5,0,0,0,0,0,0,181,122.5,0
"Blueberry",0,0,0,0,0,0,0,0,0,0,0
"Jungle Planks",0.2909374999999999,0.2909374999999999,0.33,0.33,0,0,0,0,181,0.2909374999999999,0.33
"Bubble Coral Fan",1.96,1.96,1,1,0,0,0,0,181,1.96,1
"Cobbled Deepslate",0.12323242187500001,0.12323242187500001,0.18577875982042652,0.18577875982042652,0,0,0,0,181,0.12323242187500001,0.18577875982042652
"Terracotta",0.4014535211267608,0.4014535211267608,0.46935288789428814,0.46935288789428814,0,0,0,0,181,0.4014535211267608,0.46935288789428814
"Small Table (cloth)",98,98,0,0,0,0,0,0,181,98,0
"Large Red Mushroom Patch",49,49,0,0,0,0,0,0,181,49,0
"Tnt",4.900000000000002,4.900000000000002,0,0,0,0,0,0,181,4.900000000000002,0
"Sheriff (Neofrontier)",0,0,0,0,0,0,0,0,0,0,0
"Peanut Butter and Jelly",0,0,0,0,0,0,0,0,0,0,0
"Purple/Light Purple Key",98.47040000000001,98.47040000000001,78.53658536585365,78.53658536585365,0,0,0,0,181,98.47040000000001,78.53658536585365
"Painting Pegboard",147,147,0,0,0,0,0,0,181,147,0
"Gray Terracotta",0,0,0,0,0,0,0,0,0,0,0
"Stripped Oak Wood",0.1837499999999999,0.1837499999999999,0,0,0,0,0,0,181,0.1837499999999999,0
"Counter Left End (Black)",0,0,0,0,0,0,0,0,0,0,0
"Tuff Bricks",0,0,0,0,0,0,0,0,0,0,0
"Green Concrete Powder",0.3434147727272729,0.3434147727272729,0,0,0,0,0,0,181,0.3434147727272729,0
"Tank",9310,9310,0,0,0,0,0,0,181,9310,0
"Shelf Corner (White)",73.5,73.5,0,0,0,0,0,0,181,73.5,0
"Mace",23.520000000000003,23.520000000000003,17.8125,17.8125,0,0,0,0,181,23.520000000000003,17.8125
"Dried Kelp",0,0,0,0,0,0,0,0,0,0,0
"Glow Ink Sac",4.055000000000001,4.055000000000001,2,2,0,0,0,0,181,4.055000000000001,2
"Bucket",1.8447058823529412,1.8447058823529412,1.0716981132075463,1.0716981132075463,0,0,0,0,181,1.8447058823529412,1.0716981132075463
"Prismarine Crystals",0.6493999999999999,0.6493999999999999,0,0,0,0,0,0,181,0.6493999999999999,0
"Pebbles",0,0,0,0,0,0,0,0,0,0,0
