name,highBuy,lowBuy,highSell,lowSell,buyChange,sellChange,volumeSold,volumeBought,totalRecordedData,currentBuyPrice,currentSellPrice
"Rare Fishing Bait",0,0,0,0,0,0,0,0,0,0,0
"Potion of Long Leaping",24.5,24.5,13,13,0,0,1,1,267,24.5,13
"Pot of Gold",0,0,0,0,0,0,0,0,0,0,0
"Shield",0,0,0,0,0,0,0,0,0,0,0
"Paint Wall Shelf",147,147,0,0,0,0,0,1,267,147,0
"Ceiling Lamp (White)",73.5,73.5,0,0,0,0,0,2,267,73.5,0
"Brown/Silver Key",147,147,75,75,0,0,1,1,267,147,75
"Tavern Keg",73.5,73.5,0,0,0,0,0,5,267,73.5,0
"Pale Oak Slab",0.33687500000000004,0.336875,0,0,2.220446049250313e-16,0,0,200,267,0.33687500000000004,0
"Diamond Helmet",4.760000000000002,4.760000000000002,0,0,0,0,0,21,267,4.760000000000002,0
"String",1.3760441176470553,1.3760441176470553,1.1986434756594075,1.1747161904761931,0,-0.019961969926953316,8125,3546,267,1.3760441176470553,1.1747161904761931
"Flowering Azalea Leaves",0.30625,0.30624999999999997,0,0,-2.220446049250313e-16,0,0,278,267,0.30624999999999997,0
"Flint And Steel",0,0,0,0,0,0,0,0,0,0,0
"Sofa",113.59090909090908,101.56363636363636,0,0,-0.10588235408067703,0,0,4,267,101.56363636363636,0
"Leaning United States Flag",24.5,24.5,0,0,0,0,0,6,267,24.5,0
"Pile of Golden Horseshoe",0,0,0,0,0,0,0,0,0,0,0
"Poisonous Potato",0.98,0.98,0,0,0,0,0,2,267,0.98,0
"Potato Soup",0,0,0,0,0,0,0,0,0,0,0
"Clover Wine",0,0,0,0,0,0,0,0,0,0,0
"Bowl",0,0,0.02,0.02,0,0,11,0,267,0,0.02
"ORIGIN-12",0,0,0,0,0,0,0,0,0,0,0
"Bike",73.5,73.5,0,0,0,0,0,33,267,73.5,0
"Hay Block",2.2050256410256406,2.2050256410256406,0.9825000000000002,0.9825,0,2.220446049250313e-16,1320,397,267,2.2050256410256406,0.9825000000000002
"Arrow",0.8440645161290316,0.8440645161290316,0.859173598553346,0.8591735985533459,0,2.220446049250313e-16,2788,1066,267,0.8440645161290316,0.859173598553346
"Lime Shulker Box",34.300000000000004,34.300000000000004,0,0,0,0,0,6,267,34.300000000000004,0
"Tropical Fish",1.96,1.96,1.1666666666666667,1.1666666666666667,0,0,189,193,267,1.96,1.1666666666666667
"Bookstack",73.5,66.7625,0,0,-0.09166666865348816,0,0,3,267,66.7625,0
"Jungle Wood",2.9280625000000002,2.9280625000000002,2,2,0,0,136,229,267,2.9280625000000002,2
"Display Screen",0,0,0,0,0,0,0,0,0,0,0
"Blue Candle",4.16,4.16,0,0,0,0,0,2,267,4.16,0
"Brain Coral",1.96,1.96,1,1,0,0,2,2,267,1.96,1
"Spruce Log",0.36727064564564654,0.36436535608308696,0.2957422182821119,0.2957422182821119,-0.007910486310720444,0,8078,13035,267,0.36436535608308696,0.2957422182821119
"Cozy Garden Sofa Swing",73.5,73.5,0,0,0,0,0,1,267,73.5,0
"Standing Loom",0,0,0,0,0,0,0,0,0,0,0
"Mutton",6.173999999999998,6.173999999999998,1.8999999999999992,1.899999999999999,0,-1.1102230246251565e-16,1229,151,267,6.173999999999998,1.899999999999999
"Black Terracotta",0,0,0,0,0,0,0,0,0,0,0
"Furnace",0,0,0,0,0,0,0,0,0,0,0
"Pancakes",0,0,0,0,0,0,0,0,0,0,0
"Brown Terracotta",0,0,0.4558333333333333,0.4558333333333333,0,0,70,0,267,0,0.4558333333333333
"Azalea",0.5145000000000002,0.5133333333333334,0.3,0.3,-0.0022675737272948027,0,44,644,267,0.5133333333333334,0.3
"Blue Orchid",0.9800000000000003,0.9800000000000003,0.75,0.75,0,0,1,45,267,0.9800000000000003,0.75
"Fox Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"Ironing Board",49,49,0,0,0,0,0,1,268,49,0
"MOGG Contester",784,784,0,0,0,0,0,3,268,784,0
"Garden Cart",73.5,73.5,0,0,0,0,0,3,268,73.5,0
"Ancient Debris",4.8633760438840925,4.8633760438840925,4.833160902255646,4.833160902255646,0,0,2244,2232,268,4.8633760438840925,4.833160902255646
"Stripped Dark Oak Log",0.1225,0.1225,0,0,0,0,0,128,268,0.1225,0
"Blacksmith Anvil",73.5,73.5,0,0,0,0,0,4,268,73.5,0
"Table Towel (Black)",73.5,73.5,0,0,0,0,0,0,268,73.5,0
"Book Lamp",0,0,0,0,0,0,0,0,0,0,0
"Fish and Chips",0,0,0,0,0,0,0,0,0,0,0
"White Stained Glass",0.7349999999999997,0.7349999999999997,0,0,0,0,0,130,268,0.7349999999999997,0
"Green Terracotta",0.7643999999999999,0.39787999999999996,0,0,-0.47948718070983887,0,0,262,268,0.39787999999999996,0
"Pink Tulip",1.4000000000000004,1.4000000000000004,0.75,0.75,0,0,5,8,268,1.4000000000000004,0.75
"Netherite Helmet",72.41346451612903,72.39565245901639,60,60,0.0002460376708768308,0,69,124,268,72.41346451612903,60
"Truthfully",4.166666666666667,4.113636363636364,3,3,-0.01272727269679308,0,0,3,268,4.113636363636364,3
"Mud Bricks",4.9,4.9,0.46875,0.46875,0,0,128,128,268,4.9,0.46875
"Counter (White)",73.5,73.5,0,0,0,0,0,1,268,73.5,0
"Postcards stand",122.5,122.5,0,0,0,0,0,0,268,122.5,0
"Amulance",0,0,0,0,0,0,0,0,0,0,0
"Rabbit Hide",1.9600000000000002,1.9600000000000002,0,0,0,0,0,5,268,1.9600000000000002,0
"White Concrete Powder",0.41974609375,0.41974609375,0.3125060420317117,0.3125038651824366,0,-0.0000069657830863434356,3392,2000,268,0.41974609375,0.3125038651824366
"Soybean",0.41885897435897385,0.41885897435897385,0.5087763874702081,0.5087763874702081,0,0,0,0,268,0.41885897435897385,0.5087763874702081
"Fabric Spools",0,0,0,0,0,0,0,0,0,0,0
"Large Log Pile",49,49,0,0,0,0,0,1,268,49,0
"Fishing Rod",9.800000000000004,9.800000000000002,8,8,2.220446049250313e-16,0,31,28,268,9.800000000000004,8
"Prismarine",1.2188310762651455,1.2188310762651455,0.775625,0.775625,0,0,2085,1874,268,1.2188310762651455,0.775625
"Shotgun [Gold]",0,0,0,0,0,0,0,0,0,0,0
"Tilapia Rolls",0,0,0,0,0,0,0,0,0,0,0
"Bunkbed",220.5,220.5,0,0,0,0,0,3,268,220.5,0
"Raw Iron",0.5390153985507253,0.5390009191176478,0.5303888888888768,0.5303888888888768,0.00002686346670088824,0,7554,3476,268,0.5390153985507253,0.5303888888888768
"Smooth Basalt",0.15312499999999998,0.15312499999999998,0.078125,0.078125,0,0,790,790,268,0.15312499999999998,0.078125
"Shears",0,0,0,0,0,0,0,0,0,0,0
"Decorated Pot",1.6333333333333335,1.6333333333333335,0,0,0,0,0,112,268,1.6333333333333335,0
"Feather",0.430602836879431,0.430602836879431,0.28015034722222176,0.28015034722222176,0,0,7721,2864,268,0.430602836879431,0.28015034722222176
"Towels",0,0,0,0,0,0,0,0,0,0,0
"Fire Prot 4",49,49,25,25,0,0,9,2,268,49,25
"Cabbage",0,0,0,0,0,0,0,0,0,0,0
"Beef",1.9279640392239634,1.9065438904494403,1.87551020408163,1.8755102040816298,-0.011110242456197739,-1.1102230246251565e-16,3362,3259,268,1.9065438904494403,1.8755102040816298
"Grape Popsicle",0,0,0,0,0,0,0,0,0,0,0
"Kelp",1.6694453125,1.3508687499999998,0.1398148148148148,0.1398148148148148,-0.19082778692245483,0,1461,581,268,1.3508687499999998,0.1398148148148148
"Sweet Berries",0.34631731340554844,0.3434640151515149,0.26019230769230767,0.26019230769230767,-0.00823897123336792,0,3215,2499,268,0.3434640151515149,0.26019230769230767
"Bertie the Snowman",73.5,47.775,0,0,-0.3499999940395355,0,0,2,268,47.775,0
"Gemfish",7.2799999999999905,7.134887265798661,5.44,5.44,0.020338475704193115,0,31,67,268,7.2799999999999905,5.44
"Glow Mushroom Patch",49,49,0,0,0,0,0,0,268,49,0
"Dried Ghast",490,490,500,500,0,0,31,4,268,490,500
"Blazorb Jellyfish",0,0,0,0,0,0,0,0,0,0,0
"Diamond Chestplate",7.805000000000002,7.805000000000002,0,0,0,0,0,28,269,7.805000000000002,0
"Blue Concrete",0.8330000000000001,0.8330000000000001,0,0,0,0,0,76,269,0.8330000000000001,0
"Lapis Lazuli",0.4424168921356389,0.44214600380418845,0.5890638014875812,0.5880264527181751,-0.0006122920312918723,-0.0017610125942155719,26742,23801,269,0.44214600380418845,0.5880264527181751
"Horse Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"Dresser",98,98,0,0,0,0,0,10,269,98,0
"Valentines Roses Plant Pot",0,0,0,0,0,0,0,0,0,0,0
"Kar98k",0,0,0,0,0,0,0,0,0,0,0
"Cooked Porkchop",2.343249999999995,2.343249999999995,0,0,0,0,0,298,269,2.343249999999995,0
"Bathtub (White + Filled)",73.5,73.5,0,0,0,0,0,1,269,73.5,0
"Mossy Cobblestone",0,0,0,0,0,0,0,0,0,0,0
"Sculk",3.8754545454545464,3.871000000000001,2,2,0.0011507479939609766,0,2255,450,269,3.8754545454545464,2
"Garden Chair",73.5,73.5,0,0,0,0,0,24,269,73.5,0
"Dryer",68.6,68.6,0,0,0,0,0,1,269,68.6,0
"Garden Tree",73.5,73.5,0,0,0,0,0,1,269,73.5,0
"White Shulker Box",26.95,26.95,0,0,0,0,0,4,269,26.95,0
"Coffetable",73.5,73.5,0,0,0,0,0,6,269,73.5,0
"Potion of Long Weakness",10.78,10.78,0,0,0,0,0,2,269,10.78,0
"Oak Planks",0.06125000000000002,0.06125000000000002,0,0,0,0,0,1024,269,0.06125000000000002,0
"Light Gray Stained Glass",0.7350000000000001,0.7350000000000001,0,0,0,0,0,74,269,0.7350000000000001,0
"eriogenrhrbthoehrg90340wh45934q89h49h238934%%@#t43",49,49,0,0,0,0,0,2,269,49,0
"Fire Coral Fan",1.96,1.96,1,1,0,0,2,3,269,1.96,1
"Clover_flag",0,0,0,0,0,0,0,0,0,0,0
"Honeycomb",0.5533733333333334,0.5533733333333334,0,0,0,0,0,797,269,0.5533733333333334,0
"Pumpkin Stew",4.156833333333329,4.006048780487803,0,0,0.03763921931385994,0,0,421,269,4.156833333333329,0
"Red Wool",1.0758695652173917,1.0758695652173917,0.8000000000000003,0.8000000000000003,0,0,1151,771,269,1.0758695652173917,0.8000000000000003
"Garden Salad",5.091394230769215,5.085789473684194,0,0,-0.0011008295696228743,0,0,54,269,5.085789473684194,0
"Corn Dog",3.6629667788603877,3.624626168224303,0,0,-0.010467092506587505,0,0,706,269,3.624626168224303,0
"Grilled Cheese",0,0,0,0,0,0,0,0,0,0,0
"Redstone",0.18885625000000095,0.18868465743440327,0.11564467644424486,0.1155786096925239,-0.0009085882338695228,0.0005716174491681159,23094,17865,269,0.18868465743440327,0.11564467644424486
"Candy Cane Pair",39.199999999999996,39.199999999999996,0,0,0,0,0,0,269,39.199999999999996,0
"Large Clover Streamers",0,0,0,0,0,0,0,0,0,0,0
"Piercing 4",24.5,24.5,0,0,0,0,0,4,269,24.5,0
"Valentines Arch",0,0,0,0,0,0,0,0,0,0,0
"Fruit Salad",0,0,0,0,0,0,0,0,0,0,0
"Lime Concrete",0.8329999999999994,0.8329999999999994,0,0,0,0,0,32,269,0.8329999999999994,0
"Orange Dye",0.4949264705882348,0.49492647058823475,0.4800000000000001,0.4800000000000001,2.220446049250313e-16,0,736,265,269,0.4949264705882348,0.4800000000000001
"Golden Horseshoe",0,0,0,0,0,0,0,0,0,0,0
"Cozy Kitchen Oven",137.2,137.2,0,0,0,0,0,3,269,137.2,0
"Wither Rose",2.850065573770494,2.850065573770494,1.7433333333333316,1.7308999999999983,0,-0.007131931371986866,4003,3302,269,2.850065573770494,1.7308999999999983
"Acacia Planks",0.06125000000000002,0.06125000000000002,0,0,0,0,0,896,269,0.06125000000000002,0
"Purpur Block",0.3724098557692311,0.36995949074074097,0.2753806818181817,0.2753806818181817,-0.00657975347712636,0,1251,3218,269,0.36995949074074097,0.2753806818181817
"Dark Oak Slab",0.1225,0.1225,0,0,0,0,0,96,269,0.1225,0
"Ceiling Bisexual Flag",24.5,24.5,0,0,0,0,0,1,269,24.5,0
"French Onion Soup",0,0,0,0,0,0,0,0,0,0,0
"Cozy Kitchen Porcelain Pot",49,49,0,0,0,0,0,2,269,49,0
"Brick Wall",0.98,0.98,0,0,0,0,0,32,270,0.98,0
"Christmas Tree",39.2,39.2,0,0,0,0,0,0,270,39.2,0
"Cheese",0,0,0,0,0,0,0,0,0,0,0
"Pufferfish Spawn Egg",0,0,1,1,0,0,10,0,270,0,1
"Resin Clump",0.3743055555555556,0.3743055555555556,0,0,0,0,0,418,270,0.3743055555555556,0
"Battery A",0,0,0,0,0,0,0,0,0,0,0
"Battery B",0,0,0,0,0,0,0,0,0,0,0
"Diamond Boots",3.8474074074074087,3.8474074074074087,0,0,0,0,0,27,270,3.8474074074074087,0
"Pink Heart Balloon",0,0,0,0,0,0,0,0,0,0,0
"Scringe Plushie",40,40,0,0,0,0,0,1,270,40,0
"Moth Jar",50,50,0,0,0,0,0,1,270,50,0
"FunGuy Geneva",0,0,0,0,0,0,0,0,0,0,0
"Raw Copper",0.3429980193661979,0.34297705419580493,0.33970833333333533,0.33970833333333533,-0.00006112329720053822,0,9425,5897,270,0.34297705419580493,0.33970833333333533
"Long Wooden Bookshelf",73.5,73.5,0,0,0,0,0,2,270,73.5,0
"Corn Seeds",0.153125,0.153125,0,0,0,0,0,32,270,0.153125,0
"Sandstone",0,0,0,0,0,0,0,0,0,0,0
"Molten coralfish",0,0,0,0,0,0,0,0,0,0,0
"Clay Ball",0.28093333333333337,0.27930000000000005,0.48000000000000015,0.48000000000000015,-0.0058139534667134285,0,677,714,270,0.27930000000000005,0.48000000000000015
"Glass Jar",0,0,0,0,0,0,0,0,0,0,0
"Music Disc Far",200,200,0,0,0,0,0,2,270,200,0
"Cyan Terracotta",0,0,0,0,0,0,0,0,0,0,0
"Polished Blackstone",0.98,0.98,0,0,0,0,0,1,270,0.98,0
"Boles Fanum",0,0,0,0,0,0,0,0,0,0,0
"Azalite Backpack",0,0,0,0,0,0,0,0,0,0,0
"Pepperoni Slices",0,0,0,0,0,0,0,0,0,0,0
"Maple Pancakes",0,0,0,0,0,0,0,0,0,0,0
"Hanging Asexual Flag",24.5,24.5,0,0,0,0,0,1,270,24.5,0
