name,highBuy,lowBuy,highSell,lowSell,buyChange,sellChange,volumeSold,volumeBought,totalRecordedData,currentBuyPrice,currentSellPrice
"Pot of Gold",0,0,0,0,0,0,0,0,0,0,0
"Rare Fishing Bait",0,0,0,0,0,0,0,0,0,0,0
"Shield",0,0,0,0,0,0,0,0,0,0,0
"Paint Wall Shelf",0,0,0,0,0,0,0,0,0,0,0
"Ceiling Lamp (White)",0,0,0,0,0,0,0,0,0,0,0
"Brown/Silver Key",147,147,75,75,0,0,0,0,191,147,75
"Tavern Keg",73.5,73.5,0,0,0,0,0,0,191,73.5,0
"Pale Oak Slab",0.98,0.98,0,0,0,0,0,0,191,0.98,0
"Flowering Azalea Leaves",0.30624999999999997,0.30624999999999997,0,0,0,0,0,0,191,0.30624999999999997,0
"Diamond Helmet",4.704,4.704,0,0,0,0,0,0,191,4.704,0
"String",1.2889925373134345,1.2889925373134345,1.2720430107526894,1.2720430107526894,0,0,0,64,191,1.2889925373134345,1.2720430107526894
"Flint And Steel",0,0,0,0,0,0,0,0,0,0,0
"Sofa",73.5,73.5,0,0,0,0,0,0,187,73.5,0
"Pile of Golden Horseshoe",0,0,0,0,0,0,0,0,0,0,0
"Clover Wine",0,0,0,0,0,0,0,0,0,0,0
"Potato Soup",0,0,0,0,0,0,0,0,0,0,0
"Bowl",0,0,0.02,0.02,0,0,0,0,191,0,0.02
"ORIGIN-12",0,0,0,0,0,0,0,0,0,0,0
"Bike",73.5,73.5,0,0,0,0,0,0,191,73.5,0
"Hay Block",0,0,0,0,0,0,0,0,0,0,0
"Arrow",0.030625,0.030625,0.8513888888888885,0.8513888888888885,0,0,1,0,191,0.030625,0.8513888888888885
"Lime Shulker Box",1500,1500,0,0,0,0,0,0,191,1500,0
"Tropical Fish",0,0,2,2,0,0,0,0,191,0,2
"Bookstack",19.6,19.6,0,0,0,0,0,0,187,19.6,0
"Jungle Wood",3,3,2,2,0,0,0,0,191,3,2
"Display Screen",0,0,0,0,0,0,0,0,0,0,0
"Spruce Log",0.42075783571296305,0.42009857723577204,0.28373579545454547,0.28373579545454547,-0.0015668359119445086,0,0,544,191,0.42009857723577204,0.28373579545454547
"Cozy Garden Sofa Swing",0,0,0,0,0,0,0,0,0,0,0
"Standing Loom",0,0,0,0,0,0,0,0,0,0,0
"Mutton",7.764615384615382,7.764615384615382,1.899999999999999,1.899999999999999,0,0,886,0,191,7.764615384615382,1.899999999999999
"Black Terracotta",0.459375,0.459375,0,0,0,0,0,0,191,0.459375,0
"Furnace",0,0,0,0,0,0,0,0,0,0,0
"Pancakes",0,0,0,0,0,0,0,0,0,0,0
"Brown Terracotta",0,0,0.5,0.5,0,0,0,0,191,0,0.5
"Azalea",0.49000000000000005,0.49000000000000005,0,0,0,0,0,0,191,0.49000000000000005,0
"Blue Orchid",0.9800000000000002,0.9800000000000002,0,0,0,0,0,19,191,0.9800000000000002,0
"Fox Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"Ironing Board",0,0,0,0,0,0,0,0,0,0,0
"MOGG Contester",784,784,0,0,0,0,0,0,192,784,0
"Garden Cart",0,0,0,0,0,0,0,0,0,0,0
"Stripped Dark Oak Log",0,0,0.328125,0.328125,0,0,0,0,192,0,0.328125
"Ancient Debris",4.62946261682242,4.62946261682242,4.673939393939397,4.673939393939397,0,0,25,0,192,4.62946261682242,4.673939393939397
"Book Lamp",0,0,0,0,0,0,0,0,0,0,0
"Fish and Chips",0,0,0,0,0,0,0,0,0,0,0
"Blacksmith Anvil",73.5,73.5,0,0,0,0,0,0,192,73.5,0
"Table Towel (Black)",73.5,73.5,0,0,0,0,0,0,188,73.5,0
"White Stained Glass",0.7349999999999997,0.7349999999999997,0,0,0,0,0,0,192,0.7349999999999997,0
"Green Terracotta",0.7643999999999999,0.7643999999999999,0,0,0,0,0,0,192,0.7643999999999999,0
"Pink Tulip",0,0,0,0,0,0,0,0,0,0,0
"Netherite Helmet",70.08292463768115,70.03267352941175,60,60,0.0007175380596891046,0,0,1,192,70.08292463768115,60
"Truthfully",4.175000000000001,4.175000000000001,3,3,0,0,0,0,188,4.175000000000001,3
"Mud Bricks",4.9,4.9,0.46875,0.46875,0,0,0,0,192,4.9,0.46875
"Postcards stand",0,0,0,0,0,0,0,0,0,0,0
"Counter (White)",0,0,0,0,0,0,0,0,0,0,0
"Amulance",0,0,0,0,0,0,0,0,0,0,0
"Rabbit Hide",0,0,0,0,0,0,0,0,0,0,0
"White Concrete Powder",0.5308333333333334,0.5308333333333334,0,0,0,0,0,128,192,0.5308333333333334,0
"Soybean",0.5790000000000001,0.4523684210526316,0.4699292452830189,0.3901785714285713,0,0.000524629489518702,32,0,192,0.5790000000000001,0.4699292452830189
"Fabric Spools",0,0,0,0,0,0,0,0,0,0,0
"Large Log Pile",0,0,0,0,0,0,0,0,0,0,0
