name,highBuy,lowBuy,highSell,lowSell,buyChange,sellChange,volumeSold,volumeBought,totalRecordedData,currentBuyPrice,currentSellPrice
"Potion of Long Leaping",24.5,24.5,13,13,0,0,0,0,194,24.5,13
"Rare Fishing Bait",0,0,0,0,0,0,0,0,0,0,0
"Pot of Gold",0,0,0,0,0,0,0,0,0,0,0
"Shield",0.98,0.98,0,0,0,0,0,0,194,0.98,0
"Paint Wall Shelf",147,147,0,0,0,0,0,0,194,147,0
"Brown/Silver Key",147,147,75,75,0,0,0,0,194,147,75
"Ceiling Lamp (White)",73.5,73.5,0,0,0,0,0,0,194,73.5,0
"Tavern Keg",73.5,73.5,0,0,0,0,0,0,194,73.5,0
"Pale Oak Slab",0.24500000000000005,0.24500000000000005,0,0,0,0,0,0,194,0.24500000000000005,0
"Diamond Helmet",4.791111111111114,4.786923076923079,0,0,0.0008748906548134983,0,0,2,194,4.791111111111114,0
"Mangrove Stairs",0.398,0.398,0,0,0,0,0,0,194,0.398,0
"Flowering Azalea Leaves",0.30626623376623374,0.30626623376623374,0,0,0,0,0,0,194,0.30626623376623374,0
"String",1.4612616407982297,1.456798657718124,1.1290882060037015,1.1254518296169265,0.003063555108383298,0.0032310369424521923,214,67,194,1.4612616407982297,1.1290882060037015
"Flint And Steel",0,0,0,0,0,0,0,0,0,0,0
"Sofa",39.2,39.2,0,0,0,0,0,0,195,39.2,0
"Leaning United States Flag",24.5,24.5,0,0,0,0,0,0,195,24.5,0
"Pile of Golden Horseshoe",0,0,0,0,0,0,0,0,0,0,0
"Poisonous Potato",0.98,0.98,0,0,0,0,0,0,195,0.98,0
"Potato Soup",0,0,0,0,0,0,0,0,0,0,0
"Clover Wine",0,0,0,0,0,0,0,0,0,0,0
"Bowl",0,0,0.02,0.02,0,0,0,0,195,0,0.02
"ORIGIN-12",0,0,0,0,0,0,0,0,0,0,0
"Bike",98,98,0,0,0,0,0,0,195,98,0
"Hay Block",1.3591760204081618,1.2790453276047247,1.2060714285714282,1.2060714285714282,0.06264883279800415,0,0,640,195,1.3591760204081618,1.2060714285714282
"Arrow",0.8615126582278475,0.8615126582278475,0.8044805900621125,0.8028814756671906,0,0.001991719240322709,6,64,195,0.8615126582278475,0.8044805900621125
"Lime Shulker Box",27.930000000000003,27.930000000000003,0,0,0,0,0,0,195,27.930000000000003,0
"Tropical Fish",1.96,1.96,1.125,1.125,0,0,0,0,195,1.96,1.125
"Soul Lantern",6.37,6.37,3,3,0,0,0,0,195,6.37,3
"Bookstack",73.5,73.5,0,0,0,0,0,3,195,73.5,0
"Jungle Wood",2.732325581395349,2.732325581395349,2,2,0,0,0,0,195,2.732325581395349,2
"Nether Brick Slab",1176,1176,0,0,0,0,0,0,195,1176,0
"Display Screen",0,0,0,0,0,0,0,0,0,0,0
"Blue Candle",4.16,4.16,0,0,0,0,0,0,195,4.16,0
"Brain Coral",1.9600000000000002,1.9600000000000002,1,1,0,0,0,0,195,1.9600000000000002,1
"Spruce Log",0.31602219741977966,0.31124642058606344,0.27284724743897626,0.2699097613375687,-0.015112156048417091,0.010883215814828873,1663,1919,195,0.31124642058606344,0.27284724743897626
"Cozy Garden Sofa Swing",73.5,73.5,0,0,0,0,0,0,195,73.5,0
"Standing Loom",0,0,0,0,0,0,0,0,0,0,0
"Mutton",4.066999999999999,4.066999999999999,1.8999999999999997,1.8999999999999997,0,0,0,0,195,4.066999999999999,1.8999999999999997
"Black Terracotta",0,0,0,0,0,0,0,0,0,0,0
"Furnace",0,0,0,0,0,0,0,0,0,0,0
"Pancakes",0,0,0,0,0,0,0,0,0,0,0
"Brown Terracotta",0,0,0.4558333333333333,0.4558333333333333,0,0,0,0,195,0,0.4558333333333333
"Azalea",0.5113043478260871,0.5113043478260871,0.3,0.3,0,0,0,0,195,0.5113043478260871,0.3
"Blue Orchid",0.9800000000000002,0.9800000000000002,0.75,0.75,0,0,0,0,195,0.9800000000000002,0.75
"Leaning China Flag",24.5,24.5,0,0,0,0,0,0,195,24.5,0
"Fox Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"MOGG Contester",784,784,0,0,0,0,0,1,104,784,0
"Garden Cart",73.5,73.5,0,0,0,0,0,0,195,73.5,0
"Ironing Board",49,49,0,0,0,0,0,0,195,49,0
"Stripped Dark Oak Log",0.12250000000000003,0.12250000000000003,0,0,0,0,0,0,195,0.12250000000000003,0
"Ancient Debris",4.968933788702174,4.962600366902014,4.891605660377365,4.885709685447035,0.001276230439543724,0.001206779619678855,117,83,195,4.968933788702174,4.891605660377365
"Book Lamp",0,0,0,0,0,0,0,0,0,0,0
"Table Towel (Black)",73.5,73.5,0,0,0,0,0,0,195,73.5,0
"Blacksmith Anvil",73.5,73.5,0,0,0,0,0,0,195,73.5,0
"Fish and Chips",0,0,0,0,0,0,0,0,0,0,0
"White Stained Glass",0.7349999999999997,0.7349999999999997,0,0,0,0,0,0,195,0.7349999999999997,0
"Green Terracotta",0.35206499999999996,0.35206499999999996,0,0,0,0,0,0,195,0.35206499999999996,0
"Pink Tulip",1.1025000000000003,1.1025000000000003,0.75,0.75,0,0,0,0,195,1.1025000000000003,0.75
"Netherite Helmet",72.56437222222222,72.55782937062936,60,60,0.00009017430420499295,0,0,0,195,72.56437222222222,60
"Truthfully",4.056000000000001,4.056000000000001,3,3,0,0,0,0,195,4.056000000000001,3
"Mud Bricks",4.9,4.9,0.46875,0.46875,0,0,0,0,196,4.9,0.46875
