name,highBuy,lowBuy,highSell,lowSell,buyChange,sellChange,volumeSold,volumeBought,totalRecordedData,currentBuyPrice,currentSellPrice
"Potion of Long Leaping",24.5,24.5,13,13,0,0,0,0,191,24.5,13
"Rare Fishing Bait",0,0,0,0,0,0,0,0,0,0,0
"Pot of Gold",0,0,0,0,0,0,0,0,0,0,0
"Shield",0.98,0.98,0,0,0,0,0,0,191,0.98,0
"Paint Wall Shelf",147,147,0,0,0,0,0,0,191,147,0
"Ceiling Lamp (White)",73.5,73.5,0,0,0,0,0,0,191,73.5,0
"Brown/Silver Key",147,147,75,75,0,0,0,0,191,147,75
"Tavern Keg",73.5,73.5,0,0,0,0,0,0,191,73.5,0
"Pale Oak Slab",0.24500000000000005,0.21777777777777782,0,0,-0.1111111119389534,0,0,128,191,0.21777777777777782,0
"Diamond Helmet",4.791111111111114,4.791111111111114,0,0,0,0,0,0,191,4.791111111111114,0
"String",1.4612616407982297,1.4612616407982297,1.125862779480193,1.1223430636641671,0,-0.0031262387055903673,257,0,191,1.4612616407982297,1.1223430636641671
"Mangrove Stairs",0.398,0.398,0,0,0,0,0,0,191,0.398,0
"Flowering Azalea Leaves",0.30626623376623374,0.30626623376623374,0,0,0,0,0,0,191,0.30626623376623374,0
"Flint And Steel",0,0,0,0,0,0,0,0,0,0,0
"Sofa",108.31578947368419,108.31578947368419,0,0,0,0,0,0,191,108.31578947368419,0
"Leaning United States Flag",24.5,24.5,0,0,0,0,0,0,191,24.5,0
"Pile of Golden Horseshoe",0,0,0,0,0,0,0,0,0,0,0
"Poisonous Potato",0.98,0.98,0.5,0.5,0,0,1,0,191,0.98,0.5
"Clover Wine",0,0,0,0,0,0,0,0,0,0,0
"Potato Soup",0,0,0,0,0,0,0,0,0,0,0
"Bowl",0,0,0.02,0.02,0,0,0,0,191,0,0.02
"ORIGIN-12",0,0,0,0,0,0,0,0,0,0,0
"Bike",98,98,0,0,0,0,0,1,191,98,0
"Hay Block",1.3702998338870416,1.3702998338870416,1.2060714285714282,1.2060714285714282,0,0,0,0,191,1.3702998338870416,1.2060714285714282
"Arrow",0.8615126582278475,0.8615126582278475,0.8044805900621125,0.8044805900621125,0,0,0,0,192,0.8615126582278475,0.8044805900621125
"Lime Shulker Box",27.930000000000003,27.930000000000003,0,0,0,0,0,0,192,27.930000000000003,0
"Soul Lantern",6.37,6.37,3,3,0,0,0,0,192,6.37,3
"Tropical Fish",1.96,1.96,1.125,1.125,0,0,0,0,192,1.96,1.125
"Bookstack",73.5,73.5,0,0,0,0,0,0,192,73.5,0
"Jungle Wood",2.732325581395349,2.732325581395349,2,2,0,0,0,0,192,2.732325581395349,2
"Nether Brick Slab",1176,1176,0,0,0,0,0,0,192,1176,0
"Display Screen",0,0,0,0,0,0,0,0,0,0,0
"Blue Candle",4.16,4.16,0,0,0,0,0,0,192,4.16,0
"Brain Coral",1.9600000000000002,1.9600000000000002,1,1,0,0,0,0,192,1.9600000000000002,1
"Spruce Log",0.3146451642819857,0.3124105930900743,0.2729291211764712,0.2729291211764712,0.003644838696345687,0,10,384,192,0.313549279314598,0.2729291211764712
"Cozy Garden Sofa Swing",73.5,73.5,0,0,0,0,0,0,192,73.5,0
"Standing Loom",0,0,0,0,0,0,0,0,0,0,0
"Mutton",4.066999999999999,4.066999999999999,1.8999999999999997,1.8999999999999997,0,0,0,0,192,4.066999999999999,1.8999999999999997
"Black Terracotta",0,0,0,0,0,0,0,0,0,0,0
"Furnace",0,0,0,0,0,0,0,0,0,0,0
"Pancakes",0,0,0,0,0,0,0,0,0,0,0
"Brown Terracotta",0,0,0.4558333333333333,0.4558333333333333,0,0,0,0,192,0,0.4558333333333333
"Azalea",0.5117777777777779,0.5117777777777779,0.3,0.3,0,0,0,0,192,0.5117777777777779,0.3
"Blue Orchid",0.9800000000000002,0.9800000000000002,0.75,0.75,0,0,0,0,192,0.9800000000000002,0.75
"Leaning China Flag",24.5,24.5,0,0,0,0,0,0,192,24.5,0
"Fox Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"Ironing Board",49,49,0,0,0,0,0,0,192,49,0
"MOGG Contester",784,784,0,0,0,0,0,0,192,784,0
"Garden Cart",73.5,73.5,0,0,0,0,0,0,192,73.5,0
"Stripped Dark Oak Log",0.12250000000000003,0.12250000000000003,0,0,0,0,0,0,192,0.12250000000000003,0
"Ancient Debris",4.970505606876425,4.970505606876425,4.902721338912141,4.902354621848747,0,0.0000748042730265297,26,6,192,4.970505606876425,4.902721338912141
"Blacksmith Anvil",73.5,73.5,0,0,0,0,0,1,192,73.5,0
"Book Lamp",0,0,0,0,0,0,0,0,0,0,0
"Fish and Chips",0,0,0,0,0,0,0,0,0,0,0
"Table Towel (Black)",73.5,73.5,0,0,0,0,0,0,192,73.5,0
"White Stained Glass",0.7349999999999997,0.7349999999999997,0,0,0,0,0,0,192,0.7349999999999997,0
"Green Terracotta",0.35206499999999996,0.35206499999999996,0,0,0,0,0,0,192,0.35206499999999996,0
"Pink Tulip",1.4504000000000001,1.4504000000000001,0.75,0.75,0,0,0,1,192,1.4504000000000001,0.75
"Netherite Helmet",72.57082482758621,72.57082482758621,60,60,0,0,0,1,192,72.57082482758621,60
"Truthfully",4.056000000000001,4.053846153846155,3,3,-0.0005310271517373621,0,0,1,192,4.053846153846155,3
"Mud Bricks",4.9,4.9,0.46875,0.46875,0,0,0,0,192,4.9,0.46875
"Counter (White)",73.5,73.5,0,0,0,0,0,0,192,73.5,0
"Postcards stand",122.5,122.5,0,0,0,0,0,0,192,122.5,0
"Amulance",0,0,0,0,0,0,0,0,0,0,0
"Rabbit Hide",1.9600000000000004,1.9600000000000004,0,0,0,0,0,0,192,1.9600000000000004,0
"White Concrete Powder",0.4181628787878788,0.4181628787878788,0.2980790043290043,0.2980790043290043,0,0,0,0,192,0.4181628787878788,0.2980790043290043
"Soybean",0.3996166087962958,0.3996166087962958,0.32966080645061296,0.32966080645061296,0,0,0,0,192,0.3996166087962958,0.32966080645061296
"Fabric Spools",0,0,0,0,0,0,0,0,0,0,0
"Large Log Pile",49,49,0,0,0,0,0,0,193,49,0
"Fishing Rod",9.800000000000006,9.800000000000006,8,8,0,0,0,0,193,9.800000000000006,8
"Prismarine",1.1446118890406793,1.1446118890406793,0.7573820754716981,0.7573820754716981,0,0,0,0,193,1.1446118890406793,0.7573820754716981
"Shotgun [Gold]",0,0,0,0,0,0,0,0,0,0,0
"Tilapia Rolls",0,0,0,0,0,0,0,0,0,0,0
"Bunkbed",220.5,220.5,0,0,0,0,0,0,193,220.5,0
"Raw Iron",0.5448025000000006,0.5448025000000006,0.5272944849115383,0.5272944849115383,0,0,0,0,193,0.5448025000000006,0.5272944849115383
"Smooth Basalt",0.1531250000000001,0.1531250000000001,0.078125,0.078125,0,0,0,0,193,0.1531250000000001,0.078125
"Shears",0,0,0,0,0,0,0,0,0,0,0
"Feather",0.3709014175874105,0.3701992753623184,0.2590322404371576,0.2590322404371576,-0.0018930697115138173,0,0,6,193,0.3701992753623184,0.2590322404371576
"Decorated Pot",1.6333333333333333,1.6333333333333333,0,0,0,0,0,0,193,1.6333333333333333,0
"Towels",0,0,0,0,0,0,0,0,0,0,0
"Cabbage",0,0,0,0,0,0,0,0,0,0,0
"Fire Prot 4",49,49,25,25,0,0,0,0,193,49,25
"Beef",1.9179265919811375,1.9179265919811375,1.8624309392265173,1.8624309392265173,0,0,0,0,193,1.9179265919811375,1.8624309392265173
"Ceiling Germany Flag",24.5,24.5,0,0,0,0,0,0,193,24.5,0
"Grape Popsicle",0,0,0,0,0,0,0,0,0,0,0
"Kelp",1.2391988636363636,1.2391988636363636,0.16382464349376116,0.16382464349376116,0,0,0,0,193,1.2391988636363636,0.16382464349376116
"Sweet Berries",0.35145357142857114,0.35145357142857114,0.30421167858664233,0.30421167858664233,0,0,0,0,193,0.35145357142857114,0.30421167858664233
"Bertie the Snowman",47.775,47.775,0,0,0,0,0,0,193,47.775,0
"Spruce Fence",0.12250000000000001,0.12250000000000001,0,0,0,0,0,0,193,0.12250000000000001,0
"Glow Mushroom Patch",49,49,0,0,0,0,0,0,193,49,0
"Gemfish",7.2799999999999905,7.2799999999999905,7.239999999999997,7.239999999999997,0,0,0,0,193,7.2799999999999905,7.239999999999997
"Dried Ghast",490,490,500,500,0,0,0,0,193,490,500
"Blazorb Jellyfish",0,0,0,0,0,0,0,0,0,0,0
"Diamond Chestplate",7.812,7.812,0,0,0,0,0,0,193,7.812,0
"Blue Concrete",0.7997500000000001,0.7997500000000001,0,0,0,0,0,0,193,0.7997500000000001,0
"Lapis Lazuli",0.700759177332231,0.7001130726911915,0.8959576649294531,0.89562305716152,-0.0009220066713169217,-0.00037346381577663124,110,69,193,0.7001130726911915,0.89562305716152
"Stone Brick Wall",0.15,0.15,0,0,0,0,0,0,193,0.15,0
"Horse Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"Dresser",93.1,93.1,0,0,0,0,0,0,193,93.1,0
"Valentines Roses Plant Pot",0,0,0,0,0,0,0,0,0,0,0
"Ceiling Progress Flag",24.5,24.5,0,0,0,0,0,0,193,24.5,0
"Kar98k",0,0,0,0,0,0,0,0,0,0,0
"Cooked Porkchop",2.3495294117647005,2.3495294117647005,0,0,0,0,0,0,193,2.3495294117647005,0
"Bathtub (White + Filled)",73.5,73.5,0,0,0,0,0,0,193,73.5,0
"Mossy Cobblestone",0.7361538461538463,0.7361538461538463,0.25,0.25,0,0,0,0,193,0.7361538461538463,0.25
"Sculk",3.8791666666666678,3.8791666666666678,2,2,0,0,0,0,193,3.8791666666666678,2
"Garden Chair",73.5,73.5,0,0,0,0,0,4,193,73.5,0
"Dryer",68.6,68.6,0,0,0,0,0,0,193,68.6,0
"Garden Tree",73.5,73.5,0,0,0,0,0,0,193,73.5,0
"White Shulker Box",26.6,26.6,0,0,0,0,0,0,193,26.6,0
"Desk center",9.8,9.8,0,0,0,0,0,0,193,9.8,0
"Coffetable",73.5,73.5,0,0,0,0,0,0,193,73.5,0
"Potion of Long Weakness",10.78,10.78,0,0,0,0,0,0,193,10.78,0
"Oak Planks",0.06125000000000002,0.06125000000000002,0,0,0,0,0,0,193,0.06125000000000002,0
"Light Gray Stained Glass",0.48092592592592615,0.48092592592592615,0,0,0,0,0,0,194,0.48092592592592615,0
"eriogenrhrbthoehrg90340wh45934q89h49h238934%%@#t43",49,49,0,0,0,0,0,0,194,49,0
"Fire Coral Fan",1.96,1.96,1,1,0,0,0,0,194,1.96,1
"Clover_flag",0,0,0,0,0,0,0,0,0,0,0
"Honeycomb",0.7555061350709056,0.7555061350709056,0.48000000000000015,0.48000000000000015,0,0,0,0,194,0.7555061350709056,0.48000000000000015
"Pumpkin Stew",3.9665074152542332,3.9526645833333296,0,0,-0.0034899297170341015,0,0,64,194,3.9526645833333296,0
"Red Wool",1.0269148936170205,1.0269148936170205,0.7842105263157897,0.7842105263157897,0,0,0,0,194,1.0269148936170205,0.7842105263157897
"Garden Salad",4.621291876895515,4.60211494252876,0,0,-0.004149691201746464,0,0,268,194,4.60211494252876,0
"Corn Dog",3.6411043233082774,3.6411043233082774,0,0,0,0,0,0,194,3.6411043233082774,0
"Grilled Cheese",0,0,0,0,0,0,0,0,0,0,0
"Redstone",0.17491034743642114,0.17491034743642114,0.11922951657766667,0.11922951657766667,0,0,0,0,194,0.17491034743642114,0.11922951657766667
"Candy Cane Pair",39.199999999999996,39.199999999999996,0,0,0,0,0,0,194,39.199999999999996,0
"Large Clover Streamers",0,0,0,0,0,0,0,0,0,0,0
"Piercing 4",29.4,29.4,0,0,0,0,0,0,194,29.4,0
"Valentines Arch",0,0,0,0,0,0,0,0,0,0,0
"Fruit Salad",0,0,0,0,0,0,0,0,0,0,0
