name,highBuy,lowBuy,highSell,lowSell,buyChange,sellChange,volumeSold,volumeBought,totalRecordedData,currentBuyPrice,currentSellPrice
"Rare Fishing Bait",0,0,0,0,0,0,0,0,0,0,0
"Pot of Gold",0,0,0,0,0,0,0,0,0,0,0
"Shield",0,0,0,0,0,0,0,0,0,0,0
"Paint Wall Shelf",147,147,0,0,0,0,0,0,272,147,0
"Ceiling Lamp (White)",0,0,0,0,0,0,0,0,0,0,0
"Brown/Silver Key",147,147,75,75,0,0,0,0,272,147,75
"Tavern Keg",73.5,73.5,0,0,0,0,0,12,272,73.5,0
"Pale Oak Slab",0.33687500000000004,0.33687500000000004,0,0,0,0,0,0,272,0.33687500000000004,0
"Flowering Azalea Leaves",0.30625,0.30625,0,0,0,0,0,0,272,0.30625,0
"String",1.399766666666664,1.399766666666664,1.2031578947368444,1.2031578947368444,0,0,0,0,272,1.399766666666664,1.2031578947368444
"Diamond Helmet",4.760000000000002,4.760000000000002,0,0,0,0,0,0,272,4.760000000000002,0
"Flint And Steel",0,0,0,0,0,0,0,0,0,0,0
"Sofa",117.59999999999998,104.37,0,0,0,0,0,0,272,104.37,0
"Leaning United States Flag",24.5,24.5,0,0,0,0,0,0,272,24.5,0
"Pile of Golden Horseshoe",0,0,0,0,0,0,0,0,0,0,0
"Poisonous Potato",0.98,0.98,0,0,0,0,0,0,272,0.98,0
"Potato Soup",0,0,0,0,0,0,0,0,0,0,0
"Clover Wine",0,0,0,0,0,0,0,0,0,0,0
"Bowl",0,0,0.02,0.02,0,0,0,0,272,0,0.02
"Bike",73.5,73.5,0,0,0,0,0,1,272,73.5,0
"ORIGIN-12",0,0,0,0,0,0,0,0,0,0,0
"Hay Block",2.2049999999999996,2.2049999999999996,1.0052083333333335,1.0052083333333335,0,0,0,0,272,2.2049999999999996,1.0052083333333335
"Arrow",0.8475957446808506,0.8440645161290316,0.8555921052631585,0.8555921052631585,-0.004166170489042997,0,0,30,272,0.8440645161290316,0.8555921052631585
"Lime Shulker Box",34.3,34.3,0,0,0,0,0,0,272,34.3,0
"Tropical Fish",1.96,1.96,1.1666666666666667,1.1666666666666667,0,0,0,0,272,1.96,1.1666666666666667
"Bookstack",73.5,66.7625,0,0,0,0,0,0,272,66.7625,0
"Jungle Wood",2.9280625000000002,2.9280625000000002,2,2,0,0,0,0,272,2.9280625000000002,2
"Display Screen",0,0,0,0,0,0,0,0,0,0,0
"Brain Coral",1.96,1.96,0,0,0,0,0,0,272,1.96,0
"Spruce Log",0.3576460396039618,0.3576460396039618,0.30132929104477607,0.30132929104477607,0,0,0,0,272,0.3576460396039618,0.30132929104477607
"Cozy Garden Sofa Swing",73.5,73.5,0,0,0,0,0,0,272,73.5,0
"Standing Loom",0,0,0,0,0,0,0,0,0,0,0
"Mutton",6.173999999999998,6.173999999999998,1.899999999999999,1.899999999999999,0,0,0,0,272,6.173999999999998,1.899999999999999
"Black Terracotta",0,0,0,0,0,0,0,0,0,0,0
"Furnace",0,0,0,0,0,0,0,0,0,0,0
"Pancakes",0,0,0,0,0,0,0,0,0,0,0
"Brown Terracotta",0,0,0.5,0.5,0,0,0,0,272,0,0.5
"Azalea",0.5145000000000002,0.5145000000000002,0.3,0.3,0,0,0,10,272,0.5145000000000002,0.3
"Blue Orchid",0.9800000000000003,0.9800000000000003,0.75,0.75,0,0,0,0,272,0.9800000000000003,0.75
"Fox Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"Garden Cart",73.5,73.5,0,0,0,0,0,0,272,73.5,0
"MOGG Contester",784,784,0,0,0,0,0,0,272,784,0
"Ironing Board",49,49,0,0,0,0,0,0,273,49,0
"Ancient Debris",4.723912213740447,4.667402597402587,4.803750000000006,4.800721701366444,0.01210729405283928,0.0006308007286861539,76,252,273,4.723912213740447,4.803750000000006
"Stripped Dark Oak Log",0.1225,0.1225,0,0,0,0,0,0,273,0.1225,0
"Fish and Chips",0,0,0,0,0,0,0,0,0,0,0
"Blacksmith Anvil",73.5,73.5,0,0,0,0,0,0,273,73.5,0
"Book Lamp",0,0,0,0,0,0,0,0,0,0,0
"Table Towel (Black)",73.5,73.5,0,0,0,0,0,0,272,73.5,0
"White Stained Glass",0.7349999999999997,0.7349999999999997,0,0,0,0,0,0,273,0.7349999999999997,0
"Green Terracotta",0.7643999999999999,0.7643999999999999,0,0,0,0,0,0,273,0.7643999999999999,0
"Pink Tulip",1.4700000000000004,1.4700000000000004,0.75,0.75,0,0,0,0,273,1.4700000000000004,0.75
"Netherite Helmet",72.29705,72.26394128440367,60,60,0.0004581637040246278,0,48,4,273,72.29705,60
"Truthfully",4.289473684210527,4.289473684210527,3,3,0,0,0,0,272,4.289473684210527,3
"Mud Bricks",4.9,4.9,0.46875,0.46875,0,0,0,0,273,4.9,0.46875
"Counter (White)",0,0,0,0,0,0,0,0,0,0,0
"Postcards stand",122.5,122.5,0,0,0,0,0,0,272,122.5,0
