name,highBuy,lowBuy,highSell,lowSell,buyChange,sellChange,volumeSold,volumeBought,totalRecordedData,currentBuyPrice,currentSellPrice
"Potion of Long Leaping",24.5,24.5,13,13,0,0,0,0,200,24.5,13
"Rare Fishing Bait",0,0,0,0,0,0,0,0,0,0,0
"Pot of Gold",0,0,0,0,0,0,0,0,0,0,0
"Shield",0.98,0.98,0,0,0,0,0,0,200,0.98,0
"Paint Wall Shelf",147,147,0,0,0,0,0,0,200,147,0
"Ceiling Lamp (White)",73.5,73.5,0,0,0,0,0,0,200,73.5,0
"Brown/Silver Key",147,147,75,75,0,0,0,0,200,147,75
"Tavern Keg",73.5,73.5,0,0,0,0,0,0,200,73.5,0
"Pale Oak Slab",0.24500000000000005,0.24500000000000005,0,0,0,0,0,0,200,0.24500000000000005,0
"Flowering Azalea Leaves",0.30626623376623374,0.30626623376623374,0,0,0,0,0,0,200,0.30626623376623374,0
"String",1.3487744565217363,1.3317011173184334,1.1028921741688757,1.1028921741688757,0.012820699252188206,0,0,12,200,1.3487744565217363,1.1028921741688757
"Mangrove Stairs",0.398,0.398,0,0,0,0,0,0,200,0.398,0
"Diamond Helmet",4.782400000000003,4.782400000000003,0,0,0,0,0,0,200,4.782400000000003,0
"Flint And Steel",0,0,0,0,0,0,0,0,0,0,0
"Sofa",39.2,39.2,0,0,0,0,0,0,200,39.2,0
"Leaning United States Flag",24.5,24.5,0,0,0,0,0,0,200,24.5,0
"Pile of Golden Horseshoe",0,0,0,0,0,0,0,0,0,0,0
"Poisonous Potato",0.98,0.98,0,0,0,0,0,0,200,0.98,0
"Potato Soup",0,0,0,0,0,0,0,0,0,0,0
"Clover Wine",0,0,0,0,0,0,0,0,0,0,0
"Bowl",0,0,0.02,0.02,0,0,0,0,200,0,0.02
"ORIGIN-12",0,0,0,0,0,0,0,0,0,0,0
"Bike",73.5,73.5,0,0,0,0,0,5,200,73.5,0
"Hay Block",1.3847015306122439,1.3847015306122439,1.2060714285714282,1.2060714285714282,0,0,0,0,200,1.3847015306122439,1.2060714285714282
"Arrow",0.8599935897435893,0.8599935897435893,0.801246825396826,0.801246825396826,0,0,0,0,200,0.8599935897435893,0.801246825396826
