name,highBuy,lowBuy,highSell,lowSell,buyChange,sellChange,volumeSold,volumeBought,totalRecordedData,currentBuyPrice,currentSellPrice
"Pot of Gold",0,0,0,0,0,0,0,0,0,0,0
"Rare Fishing Bait",0,0,0,0,0,0,0,0,0,0,0
"Shield",0,0,0,0,0,0,0,0,0,0,0
"Paint Wall Shelf",0,0,0,0,0,0,0,0,0,0,0
"Brown/Silver Key",147,147,75,75,0,0,0,0,286,147,75
"Ceiling Lamp (White)",0,0,0,0,0,0,0,0,0,0,0
"Tavern Keg",73.5,73.5,0,0,0,0,0,0,286,73.5,0
"Pale Oak Slab",0.98,0.98,0,0,0,0,0,0,286,0.98,0
"String",1.4359333333333315,1.3275057471264367,1.2787574936811983,1.275221238938055,0.08167767524719238,-0.0027653833385556936,185,42,286,1.4359333333333315,1.275221238938055
"Flowering Azalea Leaves",0.30625,0.30625,0,0,0,0,0,0,286,0.30625,0
"Diamond Helmet",4.753000000000002,4.753000000000002,0,0,0,0,0,1,286,4.753000000000002,0
"Flint And Steel",0,0,0,0,0,0,0,0,0,0,0
"Sofa",39.2,39.2,0,0,0,0,0,0,280,39.2,0
"Pile of Golden Horseshoe",0,0,0,0,0,0,0,0,0,0,0
"Poisonous Potato",0.98,0.98,0,0,0,0,0,0,286,0.98,0
"Clover Wine",0,0,0,0,0,0,0,0,0,0,0
"Potato Soup",0,0,0,0,0,0,0,0,0,0,0
"Bowl",0,0,0.02,0.02,0,0,0,0,287,0,0.02
"ORIGIN-12",0,0,0,0,0,0,0,0,0,0,0
"Bike",73.5,73.5,0,0,0,0,0,2,287,73.5,0
"Hay Block",2.205,2.205,1.8000000000000007,1.8000000000000003,0,-2.220446049250313e-16,205,222,287,2.205,1.8000000000000003
"Arrow",0.8613281250000003,0.8613281250000003,0.8661666666666673,0.8555921052631585,0,0.004043243825435638,629,0,287,0.8613281250000003,0.8661666666666673
"Lime Shulker Box",1500,1500,0,0,0,0,0,0,287,1500,0
"Tropical Fish",1.96,1.96,1.5,1.5,0,0,0,0,287,1.96,1.5
"Bookstack",0,0,0,0,0,0,0,0,0,0,0
"Jungle Wood",3,3,2,2,0,0,0,0,286,3,2
"Display Screen",0,0,0,0,0,0,0,0,0,0,0
"Spruce Log",0.3885478087649409,0.38850557620817905,0.3118402777777778,0.3118402777777778,0.00010870514961425215,0,0,0,286,0.3885478087649409,0.3118402777777778
"Cozy Garden Sofa Swing",0,0,0,0,0,0,0,0,0,0,0
"Standing Loom",0,0,0,0,0,0,0,0,0,0,0
"Mutton",7.349999999999997,7.349999999999997,1.899999999999999,1.899999999999999,0,0,0,0,286,7.349999999999997,1.899999999999999
"Black Terracotta",0.459375,0.459375,0,0,0,0,0,0,286,0.459375,0
"Furnace",0,0,0,0,0,0,0,0,0,0,0
"Pancakes",0,0,0,0,0,0,0,0,0,0,0
"Brown Terracotta",0,0,0.5,0.5,0,0,0,0,286,0,0.5
"Azalea",0.49000000000000016,0.49000000000000016,0,0,0,0,0,0,286,0.49000000000000016,0
"Blue Orchid",0.9800000000000002,0.9800000000000002,0,0,0,0,0,0,286,0.9800000000000002,0
"Fox Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"Garden Cart",0,0,0,0,0,0,0,0,0,0,0
"MOGG Contester",784,784,0,0,0,0,0,0,286,784,0
"Ironing Board",0,0,0,0,0,0,0,0,0,0,0
"Stripped Dark Oak Log",0,0,0,0,0,0,0,0,0,0,0
"Ancient Debris",4.652477678571418,4.652477678571418,4.755617977528095,4.755617977528095,0,0,0,0,286,4.652477678571418,4.755617977528095
"Table Towel (Black)",0,0,0,0,0,0,0,0,0,0,0
"Book Lamp",0,0,0,0,0,0,0,0,0,0,0
"Blacksmith Anvil",73.5,73.5,0,0,0,0,0,0,286,73.5,0
"Fish and Chips",0,0,0,0,0,0,0,0,0,0,0
"White Stained Glass",0.7349999999999997,0.7349999999999997,0,0,0,0,0,0,286,0.7349999999999997,0
"Green Terracotta",0.7643999999999999,0.7643999999999999,0,0,0,0,0,0,286,0.7643999999999999,0
"Pink Tulip",0,0,0,0,0,0,0,0,0,0,0
"Netherite Helmet",72.31120235294118,72.26770975609756,60,60,0.0006018261192366481,0,0,3,286,72.31120235294118,60
"Truthfully",4.35625,4.319999999999999,3,3,0.008391203358769417,0,0,14,280,4.35625,3
"Mud Bricks",4.9,4.9,0.46875,0.46875,0,0,0,0,286,4.9,0.46875
"Postcards stand",0,0,0,0,0,0,0,0,0,0,0
"Counter (White)",0,0,0,0,0,0,0,0,0,0,0
"Amulance",0,0,0,0,0,0,0,0,0,0,0
"Rabbit Hide",0,0,0,0,0,0,0,0,0,0,0
"White Concrete Powder",0.4124166666666667,0.4124166666666667,0,0,0,0,0,0,286,0.4124166666666667,0
