name,highBuy,lowBuy,highSell,lowSell,buyChange,sellChange,volumeSold,volumeBought,totalRecordedData,currentBuyPrice,currentSellPrice
"Pot of Gold",0,0,0,0,0,0,0,0,0,0,0
"Rare Fishing Bait",0,0,0,0,0,0,0,0,0,0,0
"Shield",0,0,0,0,0,0,0,0,0,0,0
"Paint Wall Shelf",147,147,0,0,0,0,0,0,275,147,0
"Ceiling Lamp (White)",0,0,0,0,0,0,0,0,0,0,0
"Brown/Silver Key",147,147,75,75,0,0,0,0,275,147,75
"Tavern Keg",73.5,73.5,0,0,0,0,0,0,1,73.5,0
"Pale Oak Slab",0.98,0.98,0,0,0,0,0,0,275,0.98,0
"Diamond Helmet",4.745263157894738,4.745263157894738,0,0,0,0,0,0,275,4.745263157894738,0
"Flowering Azalea Leaves",0.30625,0.30625,0,0,0,0,0,0,275,0.30625,0
"String",1.3423822222222204,1.3283454545454532,1.1967808219178104,1.191931034482761,0.006817698944360018,0.004068849142640829,1,37,275,1.3423822222222204,1.1967808219178104
"Lightning Power Backpack",0,0,0,0,0,0,0,0,0,0,0
"Flint And Steel",0,0,0,0,0,0,0,0,0,0,0
"Sofa",117.59999999999998,101.06250000000001,0,0,0,0,0,0,275,101.06250000000001,0
"Pile of Golden Horseshoe",0,0,0,0,0,0,0,0,0,0,0
"Poisonous Potato",0.98,0.98,0,0,0,0,0,0,275,0.98,0
"Clover Wine",0,0,0,0,0,0,0,0,0,0,0
"Potato Soup",0,0,0,0,0,0,0,0,0,0,0
"Bowl",0,0,0.02,0.02,0,0,0,0,275,0,0.02
"ORIGIN-12",0,0,0,0,0,0,0,0,0,0,0
"Bike",73.5,73.5,0,0,0,0,0,0,275,73.5,0
"Hay Block",2.205,2.205,1.8000000000000003,1.8000000000000003,0,0,0,0,275,2.205,1.8000000000000003
"Arrow",0.8613281250000003,0.8613281250000003,0.8661666666666673,0.8661666666666673,0,0,0,0,275,0.8613281250000003,0.8661666666666673
"Lime Shulker Box",1500,1500,0,0,0,0,0,0,275,1500,0
"Tropical Fish",1.96,1.96,1.5,1.5,0,0,0,0,275,1.96,1.5
"Bookstack",0,0,0,0,0,0,0,0,0,0,0
"Jungle Wood",3,3,2,2,0,0,0,0,275,3,2
"Display Screen",0,0,0,0,0,0,0,0,0,0,0
"Spruce Log",0.36987878787878875,0.36895627376425943,0.3118402777777778,0.3118402777777778,-0.002494098385795951,0,0,0,275,0.36895627376425943,0.3118402777777778
"Cozy Garden Sofa Swing",73.5,73.5,0,0,0,0,0,0,275,73.5,0
"Standing Loom",0,0,0,0,0,0,0,0,0,0,0
"Mutton",6.990666666666664,6.990666666666664,1.899999999999999,1.899999999999999,0,0,0,0,275,6.990666666666664,1.899999999999999
"Black Terracotta",0,0,0,0,0,0,0,0,0,0,0
"Furnace",0,0,0,0,0,0,0,0,0,0,0
"Pancakes",0,0,0,0,0,0,0,0,0,0,0
"Brown Terracotta",0,0,0.5,0.5,0,0,0,0,275,0,0.5
"Custom Seed",0,0,0,0,0,0,0,0,0,0,0
"Azalea",0.49000000000000016,0.49000000000000016,0,0,0,0,0,0,275,0.49000000000000016,0
"Blue Orchid",0.9800000000000002,0.9800000000000002,0.75,0.75,0,0,0,0,275,0.9800000000000002,0.75
"Fox Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"Garden Cart",0,0,0,0,0,0,0,0,0,0,0
"Ironing Board",0,0,0,0,0,0,0,0,0,0,0
"MOGG Contester",784,784,0,0,0,0,0,0,1,784,0
"Ancient Debris",4.5878030303030215,4.5878030303030215,4.750229885057476,4.750229885057476,0,0,0,0,276,4.5878030303030215,4.750229885057476
"Stripped Dark Oak Log",0.1225,0.1225,0,0,0,0,0,0,276,0.1225,0
"Blacksmith Anvil",73.5,73.5,0,0,0,0,0,0,276,73.5,0
"Table Towel (Black)",0,0,0,0,0,0,0,0,0,0,0
"Book Lamp",0,0,0,0,0,0,0,0,0,0,0
"Fish and Chips",0,0,0,0,0,0,0,0,0,0,0
"White Stained Glass",0.7349999999999997,0.7349999999999997,0,0,0,0,0,0,276,0.7349999999999997,0
"Green Terracotta",0.7643999999999999,0.7643999999999999,0,0,0,0,0,0,276,0.7643999999999999,0
"Pink Tulip",0.98,0.98,0.75,0.75,0,0,0,0,276,0.98,0.75
"Netherite Helmet",72.3895846153846,72.38341564102564,60,60,0.00008522634743712842,0,0,2,276,72.3895846153846,60
"Truthfully",0,0,0,0,0,0,0,0,0,0,0
"Mud Bricks",4.9,4.9,0.46875,0.46875,0,0,0,0,276,4.9,0.46875
"Counter (White)",0,0,0,0,0,0,0,0,0,0,0
"Postcards stand",0,0,0,0,0,0,0,0,0,0,0
"Amulance",0,0,0,0,0,0,0,0,0,0,0
"Rabbit Hide",0,0,0,0,0,0,0,0,0,0,0
