name,highBuy,lowBuy,highSell,lowSell,buyChange,sellChange,volumeSold,volumeBought,totalRecordedData,currentBuyPrice,currentSellPrice
"Pot of Gold",0,0,0,0,0,0,0,0,0,0,0
"Rare Fishing Bait",0,0,0,0,0,0,0,0,0,0,0
"Shield",0,0,0,0,0,0,0,0,0,0,0
"Paint Wall Shelf",147,147,0,0,0,0,0,0,282,147,0
"Ceiling Lamp (White)",0,0,0,0,0,0,0,0,0,0,0
"Brown/Silver Key",147,147,75,75,0,0,0,0,282,147,75
"Tavern Keg",73.5,73.5,0,0,0,0,0,3,282,73.5,0
"Pale Oak Slab",0.33687500000000004,0.33687500000000004,0,0,0,0,0,0,282,0.33687500000000004,0
"Flowering Azalea Leaves",0.30625,0.30625,0,0,0,0,0,21,282,0.30625,0
"String",1.3979658119658094,1.3951446808510612,1.2083112582781481,1.2083112582781481,-0.002018025843426585,0,0,69,282,1.3951446808510612,1.2083112582781481
"Diamond Helmet",4.745263157894738,4.745263157894738,0,0,0,0,0,0,282,4.745263157894738,0
"Flint And Steel",0,0,0,0,0,0,0,0,0,0,0
"Sofa",39.2,39.2,0,0,0,0,0,0,280,39.2,0
"Leaning United States Flag",24.5,24.5,0,0,0,0,0,2,57,24.5,0
"Pile of Golden Horseshoe",0,0,0,0,0,0,0,0,0,0,0
"Poisonous Potato",0.98,0.98,0,0,0,0,0,0,282,0.98,0
"Potato Soup",0,0,0,0,0,0,0,0,0,0,0
"Clover Wine",0,0,0,0,0,0,0,0,0,0,0
"Bowl",0,0,0.02,0.02,0,0,0,0,282,0,0.02
"ORIGIN-12",0,0,0,0,0,0,0,0,0,0,0
"Bike",73.5,73.5,0,0,0,0,0,2,282,73.5,0
"Hay Block",2.205,2.205,1.8000000000000003,1.8000000000000003,0,0,0,0,282,2.205,1.8000000000000003
"Arrow",0.8613281250000003,0.8613281250000003,0.8555921052631585,0.8555921052631585,0,0,0,0,282,0.8613281250000003,0.8555921052631585
"Lime Shulker Box",1500,1500,0,0,0,0,0,0,282,1500,0
"Tropical Fish",1.96,1.96,1.25,1.25,0,0,64,192,282,1.96,1.25
"Bookstack",73.5,66.7625,0,0,0,0,0,0,282,66.7625,0
"Jungle Wood",2.9280625000000002,2.9280625000000002,2,2,0,0,0,0,282,2.9280625000000002,2
"Display Screen",0,0,0,0,0,0,0,0,0,0,0
"Brain Coral",1.96,1.96,0,0,0,0,0,2,282,1.96,0
"Spruce Log",0.3608218085106394,0.3608218085106394,0.29950810185185184,0.29950810185185184,0,0,0,64,282,0.3608218085106394,0.29950810185185184
"Cozy Garden Sofa Swing",73.5,73.5,0,0,0,0,0,0,282,73.5,0
"Standing Loom",0,0,0,0,0,0,0,0,0,0,0
"Mutton",6.990666666666664,6.990666666666664,1.899999999999999,1.899999999999999,0,0,0,0,282,6.990666666666664,1.899999999999999
"Black Terracotta",0,0,0,0,0,0,0,0,0,0,0
"Furnace",0,0,0,0,0,0,0,0,0,0,0
"Pancakes",0,0,0,0,0,0,0,0,0,0,0
"Brown Terracotta",0,0,0.5,0.5,0,0,0,0,282,0,0.5
"Azalea",0.5276923076923078,0.49000000000000016,0,0,0.07692307978868484,0,0,13,282,0.5276923076923078,0
"Blue Orchid",0.9800000000000003,0.9800000000000003,0.75,0.75,0,0,0,0,282,0.9800000000000003,0.75
"Fox Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"Garden Cart",73.5,73.5,0,0,0,0,0,0,282,73.5,0
"Ironing Board",49,49,0,0,0,0,0,0,282,49,0
"MOGG Contester",784,784,0,0,0,0,0,0,282,784,0
"Ancient Debris",4.6632314410480245,4.662102128659907,4.781400000000006,4.781315717171723,0.00024223244690801948,0.000017627538909437135,25,109,282,4.6632314410480245,4.781400000000006
"Stripped Dark Oak Log",0.1225,0.1225,0,0,0,0,0,0,282,0.1225,0
"White Stained Glass",0.7349999999999997,0.7349999999999997,0,0,0,0,0,0,282,0.7349999999999997,0
"Book Lamp",0,0,0,0,0,0,0,0,0,0,0
"Fish and Chips",0,0,0,0,0,0,0,0,0,0,0
"Table Towel (Black)",73.5,73.5,0,0,0,0,0,0,281,73.5,0
"Blacksmith Anvil",73.5,73.5,0,0,0,0,0,1,283,73.5,0
"Green Terracotta",0.7643999999999999,0.7643999999999999,0,0,0,0,0,0,283,0.7643999999999999,0
"Pink Tulip",1.9600000000000002,0.98,0.75,0.75,1,0,0,2,283,1.9600000000000002,0.75
"Netherite Helmet",72.15269599999999,72.1286717171717,60,60,0.000333075353410095,0,2,5,283,72.15269599999999,60
"Truthfully",4.255555555555556,4.255555555555556,3,3,0,0,0,0,281,4.255555555555556,3
"Mud Bricks",4.9,4.9,0.46875,0.46875,0,0,0,0,283,4.9,0.46875
"Postcards stand",122.5,122.5,0,0,0,0,0,0,281,122.5,0
"Counter (White)",0,0,0,0,0,0,0,0,0,0,0
