name,highBuy,lowBuy,highSell,lowSell,buyChange,sellChange,volumeSold,volumeBought,totalRecordedData,currentBuyPrice,currentSellPrice
"Rare Fishing Bait",0,0,0,0,0,0,0,0,0,0,0
"Pot of Gold",0,0,0,0,0,0,0,0,0,0,0
"Potion of Long Leaping",24.5,24.5,13,13,0,0,0,0,192,24.5,13
"Shield",0.98,0.98,0,0,0,0,0,0,192,0.98,0
"Paint Wall Shelf",147,147,0,0,0,0,0,0,192,147,0
"Brown/Silver Key",147,147,75,75,0,0,0,0,192,147,75
"Ceiling Lamp (White)",73.5,73.5,0,0,0,0,0,0,192,73.5,0
"Tavern Keg",73.5,73.5,0,0,0,0,0,0,192,73.5,0
"Pale Oak Slab",0.24500000000000005,0.24500000000000005,0,0,0,0,0,0,192,0.24500000000000005,0
"String",1.4612616407982297,1.461195325821771,1.1362594785059927,1.1223430636641671,0.00004538405846687965,-0.005973972845822573,259,67,192,1.4612616407982297,1.1223430636641671
"Diamond Helmet",4.791111111111114,4.791111111111114,0,0,0,0,0,1,192,4.791111111111114,0
"Mangrove Stairs",0.398,0.398,0,0,0,0,0,0,192,0.398,0
"Flowering Azalea Leaves",0.30626623376623374,0.30626623376623374,0,0,0,0,0,0,192,0.30626623376623374,0
"Flint And Steel",0,0,0,0,0,0,0,0,0,0,0
"Sofa",108.31578947368419,108.31578947368419,0,0,0,0,0,0,192,108.31578947368419,0
"Leaning United States Flag",24.5,24.5,0,0,0,0,0,0,192,24.5,0
"Pile of Golden Horseshoe",0,0,0,0,0,0,0,0,0,0,0
"Poisonous Potato",0.98,0.98,0.5,0.5,0,0,14,0,192,0.98,0.5
"Potato Soup",0,0,0,0,0,0,0,0,0,0,0
"Clover Wine",0,0,0,0,0,0,0,0,0,0,0
"Bowl",0,0,0.02,0.02,0,0,0,0,192,0,0.02
"ORIGIN-12",0,0,0,0,0,0,0,0,0,0,0
"Bike",98,98,0,0,0,0,0,1,192,98,0
"Hay Block",1.3702998338870416,1.3702998338870416,1.2060714285714282,1.2060714285714282,0,0,0,64,192,1.3702998338870416,1.2060714285714282
"Arrow",0.8615126582278475,0.8615126582278475,0.8044805900621125,0.8044805900621125,0,0,6,0,192,0.8615126582278475,0.8044805900621125
"Lime Shulker Box",27.930000000000003,27.930000000000003,0,0,0,0,0,0,192,27.930000000000003,0
"Soul Lantern",6.37,6.37,3,3,0,0,0,0,192,6.37,3
"Tropical Fish",1.96,1.96,1.125,1.125,0,0,0,0,192,1.96,1.125
"Bookstack",69.65,69.65,0,0,0,0,0,0,192,69.65,0
"Jungle Wood",2.732325581395349,2.732325581395349,2,2,0,0,0,0,192,2.732325581395349,2
"Nether Brick Slab",1176,1176,0,0,0,0,0,0,192,1176,0
"Display Screen",0,0,0,0,0,0,0,0,0,0,0
"Blue Candle",4.16,4.16,0,0,0,0,0,0,193,4.16,0
"Brain Coral",1.9600000000000002,1.9600000000000002,1,1,0,0,0,0,193,1.9600000000000002,1
"Spruce Log",0.3146451642819857,0.3108777752333563,0.2729291211764712,0.27284724743897626,0.01091978419572115,0.0003000716969836503,10,352,193,0.3146451642819857,0.2729291211764712
"Cozy Garden Sofa Swing",73.5,73.5,0,0,0,0,0,0,193,73.5,0
"Standing Loom",0,0,0,0,0,0,0,0,0,0,0
"Mutton",4.066999999999999,4.066999999999999,1.8999999999999997,1.8999999999999997,0,0,0,0,193,4.066999999999999,1.8999999999999997
"Black Terracotta",0,0,0,0,0,0,0,0,0,0,0
"Furnace",0,0,0,0,0,0,0,0,0,0,0
"Pancakes",0,0,0,0,0,0,0,0,0,0,0
"Brown Terracotta",0,0,0.4558333333333333,0.4558333333333333,0,0,0,0,193,0,0.4558333333333333
"Azalea",0.5117777777777779,0.5117777777777779,0.3,0.3,0,0,0,15,193,0.5117777777777779,0.3
"Blue Orchid",0.9800000000000002,0.9800000000000002,0.75,0.75,0,0,0,0,193,0.9800000000000002,0.75
"Leaning China Flag",24.5,24.5,0,0,0,0,0,0,193,24.5,0
"Fox Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"Ironing Board",49,49,0,0,0,0,0,0,193,49,0
"MOGG Contester",784,784,0,0,0,0,0,1,193,784,0
"Garden Cart",73.5,73.5,0,0,0,0,0,0,193,73.5,0
"Stripped Dark Oak Log",0.12250000000000003,0.12250000000000003,0,0,0,0,0,0,193,0.12250000000000003,0
"Ancient Debris",4.970505606876425,4.968933788702174,4.902354621848747,4.890828835256604,0.0003163290675729513,0.0023566121235489845,106,9,193,4.970505606876425,4.902354621848747
"Blacksmith Anvil",73.5,73.5,0,0,0,0,0,0,193,73.5,0
"Book Lamp",0,0,0,0,0,0,0,0,0,0,0
"Fish and Chips",0,0,0,0,0,0,0,0,0,0,0
"Table Towel (Black)",73.5,73.5,0,0,0,0,0,0,193,73.5,0
"White Stained Glass",0.7349999999999997,0.7349999999999997,0,0,0,0,0,0,193,0.7349999999999997,0
