name,highBuy,lowBuy,highSell,lowSell,buyChange,sellChange,volumeSold,volumeBought,totalRecordedData,currentBuyPrice,currentSellPrice
"Rare Fishing Bait",0,0,0,0,0,0,0,0,0,0,0
"Pot of Gold",0,0,0,0,0,0,0,0,0,0,0
"Shield",0,0,0,0,0,0,0,0,0,0,0
"Paint Wall Shelf",0,0,0,0,0,0,0,0,0,0,0
"Ceiling Lamp (White)",0,0,0,0,0,0,0,0,0,0,0
"Brown/Silver Key",147,147,75,75,0,0,0,0,287,147,75
"Tavern Keg",73.5,73.5,0,0,0,0,0,0,287,73.5,0
"Pale Oak Slab",0.98,0.98,0,0,0,0,0,0,287,0.98,0
"String",1.3720000000000006,1.3451666666666666,1.3321904761904777,1.2969369369369388,-0.01955782249569893,-0.009747273288667202,399,4,287,1.3451666666666666,1.2969369369369388
"Flowering Azalea Leaves",0.30625,0.30624999999999997,0,0,2.220446049250313e-16,0,0,8,287,0.30625,0
"Diamond Helmet",4.745263157894738,4.736666666666668,0,0,0.0018148820381611586,0,0,1,287,4.745263157894738,0
"Flint And Steel",0,0,0,0,0,0,0,0,0,0,0
"Sofa",39.2,39.2,0,0,0,0,0,0,286,39.2,0
"Pile of Golden Horseshoe",0,0,0,0,0,0,0,0,0,0,0
"Poisonous Potato",0.98,0.98,0,0,0,0,0,0,287,0.98,0
"Potato Soup",0,0,0,0,0,0,0,0,0,0,0
"Clover Wine",0,0,0,0,0,0,0,0,0,0,0
"Bowl",0,0,0.02,0.02,0,0,0,0,287,0,0.02
"ORIGIN-12",0,0,0,0,0,0,0,0,0,0,0
"Bike",73.5,73.5,0,0,0,0,0,0,287,73.5,0
"Hay Block",0,0,1.8000000000000003,1.8,0,2.220446049250313e-16,198,0,61,0,1.8000000000000003
"Arrow",0.8613281250000003,0.8613281250000003,0.9045555555555558,0.8821969696969704,0,-0.006568844895809889,1696,0,287,0.8613281250000003,0.8821969696969704
"Lime Shulker Box",1500,1500,0,0,0,0,0,0,288,1500,0
"Tropical Fish",1.96,1.96,1.5,1.5,0,0,0,0,288,1.96,1.5
"Bookstack",0,0,0,0,0,0,0,0,0,0,0
"Jungle Wood",3,3,2,2,0,0,0,0,288,3,2
"Display Screen",0,0,0,0,0,0,0,0,0,0,0
"Spruce Log",0.39557364341085316,0.3935435606060612,0.28041666666666665,0.28041666666666665,-0.0025431050453335047,0,0,384,288,0.3935435606060612,0.28041666666666665
"Cozy Garden Sofa Swing",0,0,0,0,0,0,0,0,0,0,0
"Standing Loom",0,0,0,0,0,0,0,0,0,0,0
"Mutton",7.349999999999997,7.349999999999997,1.899999999999999,1.899999999999999,0,0,0,0,288,7.349999999999997,1.899999999999999
"Black Terracotta",0.459375,0.459375,0,0,0,0,0,0,288,0.459375,0
"Furnace",0,0,0,0,0,0,0,0,0,0,0
"Pancakes",0,0,0,0,0,0,0,0,0,0,0
"Brown Terracotta",0,0,0.5,0.5,0,0,0,0,288,0,0.5
"Azalea",0.49000000000000016,0.49,0,0,4.440892098500626e-16,0,0,512,288,0.49000000000000016,0
"Blue Orchid",0.9800000000000002,0.9800000000000002,0,0,0,0,0,3,288,0.9800000000000002,0
"Fox Spawn Egg",0,0,0,0,0,0,0,0,0,0,0
"MOGG Contester",784,784,0,0,0,0,0,0,288,784,0
"Garden Cart",0,0,0,0,0,0,0,0,0,0,0
"Ironing Board",0,0,0,0,0,0,0,0,0,0,0
"Stripped Dark Oak Log",0,0,0,0,0,0,0,0,0,0,0
"Ancient Debris",4.652477678571418,4.652477678571418,4.755617977528095,4.755617977528095,0,0,0,0,288,4.652477678571418,4.755617977528095
"Book Lamp",0,0,0,0,0,0,0,0,0,0,0
"Blacksmith Anvil",73.5,73.5,0,0,0,0,0,0,287,73.5,0
"Fish and Chips",0,0,0,0,0,0,0,0,0,0,0
"Table Towel (Black)",0,0,0,0,0,0,0,0,0,0,0
"White Stained Glass",0.7349999999999997,0.7349999999999997,0,0,0,0,0,0,287,0.7349999999999997,0
"Green Terracotta",0.7643999999999999,0.7643999999999999,0,0,0,0,0,0,287,0.7643999999999999,0
"Pink Tulip",0,0,0,0,0,0,0,0,0,0,0
"Netherite Helmet",72.25249629629629,70.65929879518072,60,60,0.02254759892821312,0,0,2,287,72.25249629629629,60
"Truthfully",4.319999999999999,3.933333333333333,3,3,0.09830508381128311,0,20,6,286,4.319999999999999,3
"Mud Bricks",4.9,4.9,0.46875,0.46875,0,0,0,0,287,4.9,0.46875
"Postcards stand",0,0,0,0,0,0,0,0,0,0,0
"Counter (White)",0,0,0,0,0,0,0,0,0,0,0
"Amulance",0,0,0,0,0,0,0,0,0,0,0
"Rabbit Hide",0,0,0,0,0,0,0,0,0,0,0
"White Concrete Powder",0.4124166666666667,0.4124166666666667,0,0,0,0,0,0,287,0.4124166666666667,0
"Soybean",0.5656979166666666,0.5656979166666666,0.47002314814814816,0.47002314814814816,0,0,0,0,286,0.5656979166666666,0.47002314814814816
